H2M1_1,Port 1,Port 2,Port 3,Port 4,Port 5
1769 records,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,
Measurement Time,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,None
10/23/2013 10:00 AM,0.237,0.307,0.291,0.292,
10/23/2013 12:00 PM,0.228,0.333,0.314,0.316,
10/23/2013 2:00 PM,0.231,0.337,0.316,0.318,
10/23/2013 4:00 PM,0.233,0.340,0.318,0.323,
10/23/2013 6:00 PM,0.235,0.341,0.320,0.326,
10/23/2013 8:00 PM,0.237,0.337,0.320,0.324,
10/23/2013 10:00 PM,0.236,0.334,0.318,0.321,
10/24/2013 12:00 AM,0.234,0.332,0.317,0.319,
10/24/2013 2:00 AM,0.233,0.331,0.315,0.317,
10/24/2013 4:00 AM,0.233,0.330,0.314,0.316,
10/24/2013 6:00 AM,0.232,0.329,0.313,0.315,
10/24/2013 8:00 AM,0.232,0.328,0.313,0.313,
10/24/2013 10:00 AM,0.229,0.329,0.312,0.313,
10/24/2013 12:00 PM,0.225,0.332,0.312,0.313,
10/24/2013 2:00 PM,0.227,0.336,0.313,0.316,
10/24/2013 4:00 PM,0.229,0.338,0.316,0.320,
10/24/2013 6:00 PM,0.231,0.339,0.318,0.322,
10/24/2013 8:00 PM,0.233,0.335,0.318,0.321,
10/24/2013 10:00 PM,0.232,0.332,0.316,0.319,
10/25/2013 12:00 AM,0.231,0.331,0.315,0.316,
10/25/2013 2:00 AM,0.230,0.329,0.314,0.314,
10/25/2013 4:00 AM,0.229,0.328,0.313,0.313,
10/25/2013 6:00 AM,0.229,0.328,0.312,0.312,
10/25/2013 8:00 AM,0.228,0.327,0.311,0.311,
10/25/2013 10:00 AM,0.225,0.327,0.310,0.310,
10/25/2013 12:00 PM,0.223,0.331,0.310,0.310,
10/25/2013 2:00 PM,0.225,0.334,0.312,0.313,
10/25/2013 4:00 PM,0.226,0.337,0.315,0.317,
10/25/2013 6:00 PM,0.228,0.338,0.317,0.320,
10/25/2013 8:00 PM,0.231,0.334,0.317,0.319,
10/25/2013 10:00 PM,0.230,0.331,0.315,0.316,
10/26/2013 12:00 AM,0.228,0.329,0.314,0.314,
10/26/2013 2:00 AM,0.227,0.328,0.313,0.312,
10/26/2013 4:00 AM,0.226,0.327,0.312,0.311,
10/26/2013 6:00 AM,0.226,0.327,0.311,0.310,
10/26/2013 8:00 AM,0.225,0.326,0.310,0.309,
10/26/2013 10:00 AM,0.222,0.326,0.310,0.308,
