H1M2_2,Port 1,Port 2,Port 3,Port 4,Port 5
3323 records,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,
Measurement Time,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,None
6/6/2013 12:00 PM,0.212,0.104,0.171,0.156,
6/6/2013 2:00 PM,0.216,0.108,0.173,0.159,
6/6/2013 4:00 PM,0.221,0.112,0.177,0.160,
6/6/2013 6:00 PM,0.227,0.110,0.179,0.161,
6/6/2013 8:00 PM,0.227,0.107,0.180,0.161,
6/6/2013 10:00 PM,0.228,0.104,0.180,0.162,
6/7/2013 12:00 AM,0.228,0.100,0.178,0.161,
6/7/2013 2:00 AM,0.226,0.097,0.176,0.159,
6/7/2013 4:00 AM,0.223,0.095,0.174,0.158,
6/7/2013 6:00 AM,0.221,0.093,0.172,0.156,
6/7/2013 8:00 AM,0.216,0.093,0.166,0.152,
6/7/2013 10:00 AM,0.208,0.097,0.162,0.149,
6/7/2013 12:00 PM,0.209,0.102,0.168,0.153,
6/7/2013 2:00 PM,0.212,0.107,0.170,0.156,
6/7/2013 4:00 PM,0.218,0.109,0.174,0.158,
6/7/2013 6:00 PM,0.223,0.108,0.175,0.159,
6/7/2013 8:00 PM,0.222,0.106,0.176,0.158,
6/7/2013 10:00 PM,0.224,0.102,0.175,0.159,
6/8/2013 12:00 AM,0.223,0.098,0.173,0.158,
6/8/2013 2:00 AM,0.220,0.095,0.170,0.155,
6/8/2013 4:00 AM,0.216,0.094,0.168,0.152,
6/8/2013 6:00 AM,0.215,0.093,0.167,0.152,
6/8/2013 8:00 AM,0.213,0.093,0.164,0.149,
6/8/2013 10:00 AM,0.208,0.096,0.161,0.148,
6/8/2013 12:00 PM,0.208,0.099,0.165,0.150,
6/8/2013 2:00 PM,0.211,0.105,0.166,0.153,
6/8/2013 4:00 PM,0.215,0.107,0.170,0.155,
6/8/2013 6:00 PM,0.220,0.105,0.171,0.155,
6/8/2013 8:00 PM,0.218,0.103,0.172,0.154,
6/8/2013 10:00 PM,0.220,0.098,0.173,0.155,
6/9/2013 12:00 AM,0.219,0.093,0.169,0.153,
6/9/2013 2:00 AM,0.217,0.090,0.166,0.150,
6/9/2013 4:00 AM,0.213,0.089,0.163,0.148,
6/9/2013 6:00 AM,0.212,0.087,0.161,0.147,
6/9/2013 8:00 AM,0.208,0.086,0.157,0.144,
6/9/2013 10:00 AM,0.200,0.092,0.154,0.143,
6/9/2013 12:00 PM,0.202,0.097,0.160,0.147,
6/9/2013 2:00 PM,0.206,0.102,0.163,0.150,
6/9/2013 4:00 PM,0.211,0.105,0.168,0.152,
6/9/2013 6:00 PM,0.215,0.104,0.168,0.152,
6/9/2013 8:00 PM,0.214,0.100,0.169,0.152,
6/9/2013 10:00 PM,0.214,0.096,0.166,0.150,
6/10/2013 12:00 AM,0.212,0.093,0.161,0.145,
6/10/2013 2:00 AM,0.211,0.091,0.159,0.145,
6/10/2013 4:00 AM,0.210,0.089,0.158,0.143,
6/10/2013 6:00 AM,0.209,0.088,0.156,0.142,
6/10/2013 8:00 AM,0.206,0.088,0.153,0.140,
6/10/2013 10:00 AM,0.201,0.091,0.153,0.139,
6/10/2013 12:00 PM,0.203,0.094,0.155,0.136,
6/10/2013 2:00 PM,0.202,0.095,0.156,0.134,
6/10/2013 4:00 PM,0.201,0.096,0.156,0.132,
6/10/2013 6:00 PM,0.202,0.095,0.158,0.130,
6/10/2013 8:00 PM,0.206,0.096,0.156,0.126,
6/10/2013 10:00 PM,0.205,0.091,0.153,0.120,
6/11/2013 12:00 AM,0.202,0.089,0.150,0.117,
6/11/2013 2:00 AM,0.201,0.087,0.147,0.113,
6/11/2013 4:00 AM,0.199,0.086,0.145,0.112,
6/11/2013 6:00 AM,0.197,0.084,0.143,0.111,
6/11/2013 8:00 AM,0.195,0.083,0.142,0.112,
6/11/2013 10:00 AM,0.192,0.087,0.142,0.113,
6/11/2013 12:00 PM,0.193,0.091,0.146,0.114,
6/11/2013 2:00 PM,0.196,0.095,0.149,0.117,
6/11/2013 4:00 PM,0.201,0.097,0.153,0.119,
6/11/2013 6:00 PM,0.202,0.096,0.154,0.118,
6/11/2013 8:00 PM,0.200,0.093,0.153,0.116,
6/11/2013 10:00 PM,0.197,0.090,0.151,0.113,
6/12/2013 12:00 AM,0.196,0.089,0.148,0.110,
6/12/2013 2:00 AM,0.195,0.087,0.147,0.110,
6/12/2013 4:00 AM,0.194,0.085,0.145,0.109,
6/12/2013 6:00 AM,0.192,0.082,0.142,0.108,
6/12/2013 8:00 AM,0.189,0.082,0.140,0.107,
6/12/2013 10:00 AM,0.186,0.088,0.142,0.112,
6/12/2013 12:00 PM,0.189,0.094,0.148,0.114,
6/12/2013 2:00 PM,0.194,0.097,0.150,0.117,
6/12/2013 4:00 PM,0.198,0.098,0.152,0.117,
6/12/2013 6:00 PM,0.199,0.096,0.152,0.114,
6/12/2013 8:00 PM,0.196,0.094,0.150,0.110,
6/12/2013 10:00 PM,0.194,0.090,0.149,0.104,
6/13/2013 12:00 AM,0.191,0.087,0.150,0.101,
6/13/2013 2:00 AM,0.190,0.085,0.147,0.102,
6/13/2013 4:00 AM,0.187,0.082,0.145,0.101,
6/13/2013 6:00 AM,0.186,0.082,0.143,0.101,
6/13/2013 8:00 AM,0.184,0.082,0.142,0.102,
6/13/2013 10:00 AM,0.183,0.086,0.142,0.106,
6/13/2013 12:00 PM,0.185,0.091,0.145,0.107,
6/13/2013 2:00 PM,0.189,0.095,0.147,0.110,
6/13/2013 4:00 PM,0.193,0.096,0.151,0.112,
6/13/2013 6:00 PM,0.194,0.092,0.152,0.110,
6/13/2013 8:00 PM,0.192,0.087,0.149,0.107,
6/13/2013 10:00 PM,0.190,0.085,0.147,0.105,
6/14/2013 12:00 AM,0.187,0.082,0.144,0.105,
6/14/2013 2:00 AM,0.185,0.079,0.142,0.104,
6/14/2013 4:00 AM,0.183,0.077,0.139,0.103,
6/14/2013 6:00 AM,0.180,0.074,0.137,0.102,
6/14/2013 8:00 AM,0.178,0.074,0.134,0.102,
6/14/2013 10:00 AM,0.177,0.078,0.133,0.105,
6/14/2013 12:00 PM,0.180,0.084,0.137,0.106,
6/14/2013 2:00 PM,0.184,0.089,0.140,0.110,
6/14/2013 4:00 PM,0.187,0.092,0.145,0.112,
6/14/2013 6:00 PM,0.188,0.089,0.146,0.113,
6/14/2013 8:00 PM,0.186,0.088,0.146,0.112,
6/14/2013 10:00 PM,0.186,0.082,0.144,0.108,
6/15/2013 12:00 AM,0.183,0.078,0.140,0.105,
6/15/2013 2:00 AM,0.180,0.075,0.137,0.103,
6/15/2013 4:00 AM,0.178,0.074,0.136,0.103,
6/15/2013 6:00 AM,0.177,0.073,0.134,0.102,
6/15/2013 8:00 AM,0.175,0.072,0.132,0.102,
6/15/2013 10:00 AM,0.174,0.076,0.131,0.105,
6/15/2013 12:00 PM,0.177,0.082,0.135,0.107,
6/15/2013 2:00 PM,0.181,0.088,0.140,0.112,
6/15/2013 4:00 PM,0.185,0.090,0.144,0.115,
6/15/2013 6:00 PM,0.186,0.089,0.146,0.117,
6/15/2013 8:00 PM,0.184,0.088,0.146,0.115,
6/15/2013 10:00 PM,0.184,0.082,0.143,0.112,
6/16/2013 12:00 AM,0.182,0.078,0.140,0.108,
6/16/2013 2:00 AM,0.179,0.075,0.136,0.106,
6/16/2013 4:00 AM,0.177,0.073,0.134,0.105,
6/16/2013 6:00 AM,0.175,0.070,0.131,0.103,
6/16/2013 8:00 AM,0.173,0.071,0.129,0.102,
6/16/2013 10:00 AM,0.173,0.078,0.132,0.109,
6/16/2013 12:00 PM,0.177,0.085,0.136,0.111,
6/16/2013 2:00 PM,0.182,0.089,0.140,0.114,
6/16/2013 4:00 PM,0.185,0.091,0.144,0.116,
6/16/2013 6:00 PM,0.187,0.089,0.145,0.115,
6/16/2013 8:00 PM,0.184,0.088,0.144,0.114,
6/16/2013 10:00 PM,0.184,0.082,0.140,0.110,
6/17/2013 12:00 AM,0.181,0.077,0.136,0.107,
6/17/2013 2:00 AM,0.179,0.074,0.132,0.105,
6/17/2013 4:00 AM,0.177,0.071,0.130,0.103,
6/17/2013 6:00 AM,0.175,0.069,0.128,0.102,
6/17/2013 8:00 AM,0.173,0.069,0.126,0.102,
6/17/2013 10:00 AM,0.172,0.077,0.129,0.108,
6/17/2013 12:00 PM,0.176,0.085,0.135,0.110,
6/17/2013 2:00 PM,0.180,0.091,0.141,0.115,
6/17/2013 4:00 PM,0.184,0.094,0.145,0.118,
6/17/2013 6:00 PM,0.186,0.091,0.147,0.119,
6/17/2013 8:00 PM,0.184,0.089,0.146,0.117,
6/17/2013 10:00 PM,0.183,0.082,0.141,0.112,
6/18/2013 12:00 AM,0.180,0.076,0.135,0.107,
6/18/2013 2:00 AM,0.178,0.073,0.132,0.105,
6/18/2013 4:00 AM,0.175,0.070,0.128,0.103,
6/18/2013 6:00 AM,0.173,0.069,0.125,0.102,
6/18/2013 8:00 AM,0.171,0.069,0.125,0.102,
6/18/2013 10:00 AM,0.171,0.076,0.128,0.108,
6/18/2013 12:00 PM,0.175,0.083,0.134,0.110,
6/18/2013 2:00 PM,0.180,0.089,0.139,0.114,
6/18/2013 4:00 PM,0.184,0.093,0.145,0.117,
6/18/2013 6:00 PM,0.185,0.090,0.147,0.119,
6/18/2013 8:00 PM,0.182,0.089,0.143,0.117,
6/18/2013 10:00 PM,0.180,0.082,0.138,0.110,
6/19/2013 12:00 AM,0.177,0.079,0.133,0.107,
6/19/2013 2:00 AM,0.175,0.078,0.129,0.104,
6/19/2013 4:00 AM,0.175,0.074,0.126,0.100,
6/19/2013 6:00 AM,0.173,0.071,0.123,0.099,
6/19/2013 8:00 AM,0.171,0.069,0.121,0.099,
6/19/2013 10:00 AM,0.170,0.074,0.124,0.102,
6/19/2013 12:00 PM,0.174,0.078,0.128,0.102,
6/19/2013 2:00 PM,0.177,0.082,0.130,0.105,
6/19/2013 4:00 PM,0.183,0.083,0.130,0.104,
6/19/2013 6:00 PM,0.184,0.081,0.130,0.102,
6/19/2013 8:00 PM,0.182,0.078,0.129,0.098,
6/19/2013 10:00 PM,0.179,0.074,0.125,0.093,
6/20/2013 12:00 AM,0.176,0.070,0.121,0.090,
6/20/2013 2:00 AM,0.173,0.068,0.118,0.089,
6/20/2013 4:00 AM,0.172,0.066,0.116,0.089,
6/20/2013 6:00 AM,0.169,0.064,0.115,0.089,
6/20/2013 8:00 AM,0.168,0.064,0.113,0.089,
6/20/2013 10:00 AM,0.168,0.069,0.114,0.094,
6/20/2013 12:00 PM,0.172,0.076,0.119,0.096,
6/20/2013 2:00 PM,0.177,0.082,0.124,0.100,
6/20/2013 4:00 PM,0.180,0.085,0.128,0.103,
6/20/2013 6:00 PM,0.182,0.082,0.130,0.105,
6/20/2013 8:00 PM,0.179,0.081,0.129,0.102,
6/20/2013 10:00 PM,0.177,0.074,0.125,0.099,
6/21/2013 12:00 AM,0.175,0.069,0.120,0.096,
6/21/2013 2:00 AM,0.172,0.069,0.120,0.095,
6/21/2013 4:00 AM,0.170,0.067,0.117,0.093,
6/21/2013 6:00 AM,0.169,0.065,0.116,0.093,
6/21/2013 8:00 AM,0.167,0.064,0.114,0.092,
6/21/2013 10:00 AM,0.168,0.070,0.116,0.097,
6/21/2013 12:00 PM,0.172,0.076,0.122,0.099,
6/21/2013 2:00 PM,0.175,0.082,0.126,0.103,
6/21/2013 4:00 PM,0.180,0.085,0.130,0.105,
6/21/2013 6:00 PM,0.180,0.082,0.131,0.107,
6/21/2013 8:00 PM,0.179,0.081,0.130,0.105,
6/21/2013 10:00 PM,0.177,0.074,0.126,0.100,
6/22/2013 12:00 AM,0.174,0.071,0.124,0.097,
6/22/2013 2:00 AM,0.171,0.069,0.122,0.096,
6/22/2013 4:00 AM,0.170,0.067,0.120,0.095,
6/22/2013 6:00 AM,0.168,0.065,0.117,0.094,
6/22/2013 8:00 AM,0.167,0.064,0.115,0.094,
6/22/2013 10:00 AM,0.167,0.069,0.117,0.099,
6/22/2013 12:00 PM,0.170,0.076,0.120,0.099,
6/22/2013 2:00 PM,0.175,0.082,0.125,0.104,
6/22/2013 4:00 PM,0.179,0.084,0.130,0.106,
6/22/2013 6:00 PM,0.179,0.082,0.132,0.107,
6/22/2013 8:00 PM,0.177,0.081,0.131,0.106,
6/22/2013 10:00 PM,0.175,0.074,0.126,0.102,
6/23/2013 12:00 AM,0.173,0.069,0.121,0.099,
6/23/2013 2:00 AM,0.170,0.067,0.118,0.098,
6/23/2013 4:00 AM,0.169,0.064,0.115,0.096,
6/23/2013 6:00 AM,0.167,0.062,0.113,0.095,
6/23/2013 8:00 AM,0.165,0.062,0.113,0.094,
6/23/2013 10:00 AM,0.166,0.069,0.116,0.100,
6/23/2013 12:00 PM,0.170,0.077,0.122,0.102,
6/23/2013 2:00 PM,0.174,0.083,0.127,0.107,
6/23/2013 4:00 PM,0.179,0.086,0.132,0.110,
6/23/2013 6:00 PM,0.179,0.085,0.132,0.111,
6/23/2013 8:00 PM,0.179,0.084,0.132,0.110,
6/23/2013 10:00 PM,0.178,0.077,0.127,0.107,
6/24/2013 12:00 AM,0.175,0.073,0.123,0.104,
6/24/2013 2:00 AM,0.173,0.072,0.121,0.103,
6/24/2013 4:00 AM,0.173,0.069,0.118,0.102,
6/24/2013 6:00 AM,0.171,0.067,0.115,0.101,
6/24/2013 8:00 AM,0.169,0.067,0.115,0.099,
6/24/2013 10:00 AM,0.169,0.073,0.119,0.105,
6/24/2013 12:00 PM,0.172,0.078,0.124,0.106,
6/24/2013 2:00 PM,0.175,0.081,0.124,0.109,
6/24/2013 4:00 PM,0.178,0.080,0.126,0.108,
6/24/2013 6:00 PM,0.178,0.077,0.127,0.107,
6/24/2013 8:00 PM,0.176,0.074,0.123,0.103,
6/24/2013 10:00 PM,0.174,0.071,0.120,0.099,
6/25/2013 12:00 AM,0.173,0.069,0.117,0.099,
6/25/2013 2:00 AM,0.171,0.068,0.115,0.099,
6/25/2013 4:00 AM,0.170,0.066,0.114,0.098,
6/25/2013 6:00 AM,0.169,0.065,0.113,0.097,
6/25/2013 8:00 AM,0.168,0.064,0.113,0.098,
6/25/2013 10:00 AM,0.168,0.069,0.115,0.101,
6/25/2013 12:00 PM,0.172,0.078,0.121,0.105,
6/25/2013 2:00 PM,0.175,0.082,0.124,0.105,
6/25/2013 4:00 PM,0.178,0.086,0.129,0.108,
6/25/2013 6:00 PM,0.179,0.084,0.131,0.109,
6/25/2013 8:00 PM,0.177,0.081,0.129,0.107,
6/25/2013 10:00 PM,0.176,0.076,0.125,0.105,
6/26/2013 12:00 AM,0.174,0.073,0.121,0.103,
6/26/2013 2:00 AM,0.172,0.070,0.119,0.101,
6/26/2013 4:00 AM,0.170,0.069,0.117,0.100,
6/26/2013 6:00 AM,0.169,0.068,0.115,0.099,
6/26/2013 8:00 AM,0.168,0.067,0.115,0.099,
