H2M2_1,Port 1,Port 2,Port 3,Port 4,Port 5
2170 records,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,
Measurement Time,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,None
4/25/2013 2:00 PM,0.319,0.337,0.339,0.307,
4/25/2013 4:00 PM,0.328,0.355,0.356,0.320,
4/25/2013 6:00 PM,0.329,0.354,0.356,0.321,
4/25/2013 8:00 PM,0.329,0.352,0.355,0.321,
4/25/2013 10:00 PM,0.327,0.345,0.350,0.319,
4/26/2013 12:00 AM,0.325,0.342,0.346,0.317,
4/26/2013 2:00 AM,0.323,0.339,0.342,0.315,
4/26/2013 4:00 AM,0.322,0.337,0.341,0.313,
4/26/2013 6:00 AM,0.321,0.335,0.339,0.312,
4/26/2013 8:00 AM,0.320,0.334,0.337,0.311,
4/26/2013 10:00 AM,0.320,0.337,0.341,0.311,
4/26/2013 12:00 PM,0.322,0.343,0.347,0.313,
4/26/2013 2:00 PM,0.326,0.350,0.353,0.316,
4/26/2013 4:00 PM,0.330,0.355,0.359,0.319,
4/26/2013 6:00 PM,0.332,0.358,0.361,0.321,
4/26/2013 8:00 PM,0.332,0.353,0.358,0.321,
4/26/2013 10:00 PM,0.329,0.345,0.352,0.319,
4/27/2013 12:00 AM,0.327,0.342,0.349,0.316,
4/27/2013 2:00 AM,0.325,0.338,0.346,0.314,
4/27/2013 4:00 AM,0.323,0.335,0.343,0.312,
4/27/2013 6:00 AM,0.322,0.333,0.341,0.310,
4/27/2013 8:00 AM,0.321,0.332,0.339,0.309,
4/27/2013 10:00 AM,0.321,0.336,0.343,0.309,
4/27/2013 12:00 PM,0.323,0.342,0.348,0.312,
4/27/2013 2:00 PM,0.327,0.348,0.355,0.315,
4/27/2013 4:00 PM,0.331,0.354,0.360,0.318,
4/27/2013 6:00 PM,0.333,0.355,0.362,0.320,
4/27/2013 8:00 PM,0.332,0.350,0.359,0.320,
4/27/2013 10:00 PM,0.330,0.343,0.354,0.318,
4/28/2013 12:00 AM,0.328,0.339,0.351,0.315,
4/28/2013 2:00 AM,0.326,0.337,0.348,0.313,
4/28/2013 4:00 AM,0.324,0.335,0.346,0.312,
4/28/2013 6:00 AM,0.322,0.332,0.343,0.310,
4/28/2013 8:00 AM,0.321,0.331,0.342,0.308,
4/28/2013 10:00 AM,0.321,0.334,0.345,0.308,
4/28/2013 12:00 PM,0.323,0.339,0.350,0.311,
4/28/2013 2:00 PM,0.325,0.344,0.354,0.313,
4/28/2013 4:00 PM,0.328,0.346,0.357,0.315,
4/28/2013 6:00 PM,0.329,0.348,0.359,0.316,
4/28/2013 8:00 PM,0.329,0.345,0.357,0.316,
4/28/2013 10:00 PM,0.327,0.338,0.352,0.314,
4/29/2013 12:00 AM,0.324,0.334,0.348,0.312,
4/29/2013 2:00 AM,0.322,0.332,0.346,0.310,
4/29/2013 4:00 AM,0.321,0.330,0.343,0.308,
4/29/2013 6:00 AM,0.319,0.328,0.341,0.307,
4/29/2013 8:00 AM,0.318,0.326,0.339,0.305,
4/29/2013 10:00 AM,0.318,0.329,0.343,0.305,
4/29/2013 12:00 PM,0.319,0.334,0.347,0.307,
4/29/2013 2:00 PM,0.322,0.339,0.351,0.309,
4/29/2013 4:00 PM,0.324,0.342,0.355,0.311,
4/29/2013 6:00 PM,0.326,0.343,0.357,0.312,
4/29/2013 8:00 PM,0.325,0.339,0.355,0.312,
4/29/2013 10:00 PM,0.323,0.335,0.353,0.309,
4/30/2013 12:00 AM,0.322,0.331,0.350,0.308,
4/30/2013 2:00 AM,0.320,0.328,0.347,0.306,
4/30/2013 4:00 AM,0.318,0.326,0.344,0.304,
4/30/2013 6:00 AM,0.317,0.324,0.342,0.303,
4/30/2013 8:00 AM,0.316,0.322,0.340,0.301,
4/30/2013 10:00 AM,0.315,0.324,0.343,0.300,
4/30/2013 12:00 PM,0.316,0.328,0.347,0.301,
4/30/2013 2:00 PM,0.318,0.331,0.352,0.303,
4/30/2013 4:00 PM,0.324,0.331,0.355,0.305,
4/30/2013 6:00 PM,0.326,0.332,0.356,0.306,
4/30/2013 8:00 PM,0.324,0.327,0.351,0.305,
4/30/2013 10:00 PM,0.322,0.321,0.344,0.303,
5/1/2013 12:00 AM,0.320,0.317,0.339,0.300,
5/1/2013 2:00 AM,0.318,0.315,0.337,0.299,
5/1/2013 4:00 AM,0.317,0.313,0.335,0.298,
5/1/2013 6:00 AM,0.315,0.311,0.332,0.296,
5/1/2013 8:00 AM,0.314,0.310,0.331,0.295,
5/1/2013 10:00 AM,0.314,0.313,0.335,0.294,
5/1/2013 12:00 PM,0.314,0.317,0.340,0.296,
5/1/2013 2:00 PM,0.317,0.321,0.344,0.298,
5/1/2013 4:00 PM,0.318,0.323,0.347,0.299,
5/1/2013 6:00 PM,0.320,0.323,0.348,0.299,
5/1/2013 8:00 PM,0.320,0.320,0.345,0.299,
5/1/2013 10:00 PM,0.318,0.315,0.339,0.298,
5/2/2013 12:00 AM,0.317,0.312,0.335,0.296,
5/2/2013 2:00 AM,0.315,0.310,0.333,0.295,
5/2/2013 4:00 AM,0.314,0.308,0.331,0.293,
5/2/2013 6:00 AM,0.313,0.307,0.330,0.292,
5/2/2013 8:00 AM,0.312,0.306,0.328,0.291,
5/2/2013 10:00 AM,0.311,0.310,0.334,0.290,
5/2/2013 12:00 PM,0.313,0.315,0.340,0.293,
5/2/2013 2:00 PM,0.317,0.320,0.346,0.296,
5/2/2013 4:00 PM,0.320,0.324,0.351,0.299,
5/2/2013 6:00 PM,0.321,0.324,0.352,0.299,
5/2/2013 8:00 PM,0.320,0.321,0.348,0.299,
5/2/2013 10:00 PM,0.318,0.315,0.341,0.298,
5/3/2013 12:00 AM,0.316,0.311,0.336,0.296,
5/3/2013 2:00 AM,0.315,0.308,0.333,0.294,
5/3/2013 4:00 AM,0.313,0.306,0.331,0.292,
5/3/2013 6:00 AM,0.312,0.305,0.329,0.291,
5/3/2013 8:00 AM,0.311,0.304,0.328,0.290,
5/3/2013 10:00 AM,0.310,0.307,0.333,0.289,
5/3/2013 12:00 PM,0.312,0.312,0.340,0.291,
5/3/2013 2:00 PM,0.315,0.318,0.346,0.294,
5/3/2013 4:00 PM,0.318,0.323,0.351,0.296,
5/3/2013 6:00 PM,0.319,0.323,0.353,0.298,
5/3/2013 8:00 PM,0.319,0.320,0.350,0.299,
5/3/2013 10:00 PM,0.317,0.315,0.344,0.297,
5/4/2013 12:00 AM,0.315,0.311,0.339,0.296,
5/4/2013 2:00 AM,0.314,0.308,0.336,0.294,
5/4/2013 4:00 AM,0.312,0.306,0.333,0.292,
5/4/2013 6:00 AM,0.311,0.305,0.332,0.291,
5/4/2013 8:00 AM,0.310,0.304,0.331,0.290,
5/4/2013 10:00 AM,0.310,0.306,0.335,0.290,
5/4/2013 12:00 PM,0.311,0.311,0.340,0.291,
5/4/2013 2:00 PM,0.314,0.316,0.346,0.293,
5/4/2013 4:00 PM,0.317,0.320,0.351,0.296,
5/4/2013 6:00 PM,0.318,0.319,0.351,0.298,
5/4/2013 8:00 PM,0.318,0.315,0.348,0.298,
5/4/2013 10:00 PM,0.316,0.311,0.344,0.297,
5/5/2013 12:00 AM,0.314,0.309,0.341,0.295,
5/5/2013 2:00 AM,0.312,0.307,0.339,0.294,
5/5/2013 4:00 AM,0.312,0.304,0.338,0.293,
5/5/2013 6:00 AM,0.311,0.301,0.336,0.292,
5/5/2013 8:00 AM,0.311,0.300,0.335,0.291,
5/5/2013 10:00 AM,0.310,0.300,0.336,0.290,
5/5/2013 12:00 PM,0.311,0.303,0.341,0.290,
5/5/2013 2:00 PM,0.313,0.308,0.346,0.293,
5/5/2013 4:00 PM,0.316,0.312,0.350,0.295,
5/5/2013 6:00 PM,0.317,0.313,0.351,0.296,
5/5/2013 8:00 PM,0.317,0.310,0.349,0.296,
5/5/2013 10:00 PM,0.315,0.305,0.343,0.295,
5/6/2013 12:00 AM,0.313,0.302,0.340,0.293,
5/6/2013 2:00 AM,0.312,0.300,0.339,0.291,
5/6/2013 4:00 AM,0.311,0.299,0.338,0.290,
5/6/2013 6:00 AM,0.310,0.298,0.337,0.290,
5/6/2013 8:00 AM,0.309,0.297,0.335,0.289,
5/6/2013 10:00 AM,0.309,0.298,0.337,0.288,
5/6/2013 12:00 PM,0.310,0.300,0.341,0.288,
5/6/2013 2:00 PM,0.312,0.303,0.344,0.290,
5/6/2013 4:00 PM,0.313,0.305,0.346,0.291,
5/6/2013 6:00 PM,0.313,0.305,0.347,0.292,
5/6/2013 8:00 PM,0.313,0.303,0.344,0.292,
5/6/2013 10:00 PM,0.312,0.300,0.341,0.290,
5/7/2013 12:00 AM,0.311,0.299,0.339,0.290,
5/7/2013 2:00 AM,0.312,0.299,0.335,0.287,
5/7/2013 4:00 AM,0.310,0.298,0.333,0.284,
5/7/2013 6:00 AM,0.308,0.296,0.333,0.284,
5/7/2013 8:00 AM,0.307,0.295,0.333,0.285,
5/7/2013 10:00 AM,0.306,0.295,0.335,0.284,
5/7/2013 12:00 PM,0.307,0.297,0.338,0.285,
5/7/2013 2:00 PM,0.308,0.299,0.339,0.286,
5/7/2013 4:00 PM,0.309,0.300,0.342,0.287,
5/7/2013 6:00 PM,0.310,0.302,0.346,0.288,
5/7/2013 8:00 PM,0.310,0.301,0.344,0.288,
5/7/2013 10:00 PM,0.309,0.298,0.339,0.288,
5/8/2013 12:00 AM,0.307,0.296,0.337,0.287,
5/8/2013 2:00 AM,0.305,0.294,0.335,0.285,
5/8/2013 4:00 AM,0.304,0.292,0.332,0.284,
5/8/2013 6:00 AM,0.303,0.291,0.331,0.283,
5/8/2013 8:00 AM,0.302,0.290,0.330,0.282,
5/8/2013 10:00 AM,0.301,0.290,0.334,0.280,
5/8/2013 12:00 PM,0.303,0.295,0.339,0.283,
5/8/2013 2:00 PM,0.306,0.300,0.345,0.285,
5/8/2013 4:00 PM,0.308,0.303,0.348,0.287,
5/8/2013 6:00 PM,0.309,0.301,0.344,0.287,
5/8/2013 8:00 PM,0.307,0.298,0.343,0.285,
5/8/2013 10:00 PM,0.306,0.295,0.339,0.284,
5/9/2013 12:00 AM,0.305,0.293,0.336,0.283,
5/9/2013 2:00 AM,0.304,0.290,0.333,0.282,
5/9/2013 4:00 AM,0.302,0.289,0.331,0.281,
5/9/2013 6:00 AM,0.302,0.288,0.330,0.279,
5/9/2013 8:00 AM,0.301,0.287,0.330,0.279,
5/9/2013 10:00 AM,0.300,0.288,0.333,0.277,
5/9/2013 12:00 PM,0.302,0.292,0.339,0.279,
5/9/2013 2:00 PM,0.304,0.298,0.344,0.281,
5/9/2013 4:00 PM,0.307,0.301,0.349,0.283,
5/9/2013 6:00 PM,0.308,0.302,0.351,0.285,
5/9/2013 8:00 PM,0.308,0.299,0.348,0.285,
5/9/2013 10:00 PM,0.306,0.295,0.342,0.284,
5/10/2013 12:00 AM,0.304,0.291,0.339,0.283,
5/10/2013 2:00 AM,0.303,0.289,0.337,0.281,
5/10/2013 4:00 AM,0.302,0.287,0.335,0.280,
5/10/2013 6:00 AM,0.300,0.286,0.333,0.278,
5/10/2013 8:00 AM,0.299,0.284,0.332,0.277,
5/10/2013 10:00 AM,0.299,0.284,0.335,0.276,
5/10/2013 12:00 PM,0.300,0.289,0.340,0.277,
5/10/2013 2:00 PM,0.302,0.295,0.344,0.279,
5/10/2013 4:00 PM,0.305,0.299,0.348,0.281,
5/10/2013 6:00 PM,0.306,0.299,0.350,0.283,
5/10/2013 8:00 PM,0.306,0.297,0.347,0.282,
5/10/2013 10:00 PM,0.304,0.292,0.342,0.283,
5/11/2013 12:00 AM,0.302,0.289,0.338,0.280,
5/11/2013 2:00 AM,0.300,0.286,0.336,0.278,
5/11/2013 4:00 AM,0.299,0.284,0.333,0.277,
5/11/2013 6:00 AM,0.298,0.283,0.331,0.276,
5/11/2013 8:00 AM,0.296,0.281,0.329,0.274,
5/11/2013 10:00 AM,0.295,0.280,0.333,0.271,
5/11/2013 12:00 PM,0.297,0.285,0.338,0.273,
5/11/2013 2:00 PM,0.299,0.291,0.344,0.275,
5/11/2013 4:00 PM,0.301,0.296,0.348,0.278,
5/11/2013 6:00 PM,0.302,0.295,0.348,0.279,
5/11/2013 8:00 PM,0.302,0.293,0.346,0.279,
5/11/2013 10:00 PM,0.300,0.289,0.340,0.280,
5/12/2013 12:00 AM,0.299,0.285,0.336,0.277,
5/12/2013 2:00 AM,0.297,0.283,0.334,0.276,
5/12/2013 4:00 AM,0.296,0.280,0.330,0.275,
5/12/2013 6:00 AM,0.294,0.278,0.328,0.273,
5/12/2013 8:00 AM,0.292,0.277,0.328,0.271,
5/12/2013 10:00 AM,0.291,0.276,0.331,0.268,
5/12/2013 12:00 PM,0.293,0.280,0.336,0.270,
5/12/2013 2:00 PM,0.296,0.287,0.341,0.272,
5/12/2013 4:00 PM,0.298,0.291,0.345,0.274,
5/12/2013 6:00 PM,0.299,0.291,0.346,0.276,
5/12/2013 8:00 PM,0.298,0.289,0.344,0.277,
5/12/2013 10:00 PM,0.297,0.284,0.339,0.278,
5/13/2013 12:00 AM,0.295,0.281,0.335,0.275,
5/13/2013 2:00 AM,0.293,0.278,0.333,0.274,
5/13/2013 4:00 AM,0.291,0.276,0.330,0.273,
5/13/2013 6:00 AM,0.290,0.274,0.328,0.271,
5/13/2013 8:00 AM,0.289,0.272,0.327,0.270,
5/13/2013 10:00 AM,0.287,0.271,0.329,0.265,
5/13/2013 12:00 PM,0.288,0.276,0.334,0.267,
5/13/2013 2:00 PM,0.290,0.282,0.339,0.269,
5/13/2013 4:00 PM,0.293,0.286,0.342,0.270,
5/13/2013 6:00 PM,0.293,0.286,0.343,0.271,
5/13/2013 8:00 PM,0.292,0.283,0.341,0.272,
5/13/2013 10:00 PM,0.291,0.279,0.336,0.273,
5/14/2013 12:00 AM,0.289,0.275,0.332,0.271,
5/14/2013 2:00 AM,0.287,0.272,0.329,0.269,
5/14/2013 4:00 AM,0.285,0.270,0.327,0.266,
5/14/2013 6:00 AM,0.283,0.268,0.324,0.266,
5/14/2013 8:00 AM,0.283,0.266,0.323,0.264,
5/14/2013 10:00 AM,0.281,0.264,0.326,0.260,
5/14/2013 12:00 PM,0.282,0.268,0.330,0.262,
5/14/2013 2:00 PM,0.283,0.273,0.334,0.263,
5/14/2013 4:00 PM,0.286,0.278,0.338,0.265,
5/14/2013 6:00 PM,0.287,0.278,0.340,0.267,
5/14/2013 8:00 PM,0.286,0.276,0.338,0.267,
5/14/2013 10:00 PM,0.285,0.271,0.333,0.268,
5/15/2013 12:00 AM,0.282,0.268,0.330,0.265,
5/15/2013 2:00 AM,0.281,0.266,0.328,0.264,
5/15/2013 4:00 AM,0.279,0.264,0.326,0.263,
5/15/2013 6:00 AM,0.278,0.262,0.323,0.261,
5/15/2013 8:00 AM,0.277,0.261,0.322,0.260,
5/15/2013 10:00 AM,0.276,0.259,0.323,0.257,
5/15/2013 12:00 PM,0.276,0.260,0.327,0.257,
5/15/2013 2:00 PM,0.277,0.266,0.331,0.259,
