H1M1_2,Port 1,Port 2,Port 3,Port 4,Port 5
2174 records,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,
Measurement Time,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,None
4/25/2013 12:00 PM,0.113,0.110,0.256,0.114,
4/25/2013 2:00 PM,0.156,0.135,0.292,0.135,
4/25/2013 4:00 PM,0.156,0.136,0.296,0.136,
4/25/2013 6:00 PM,0.156,0.136,0.298,0.135,
4/25/2013 8:00 PM,0.158,0.135,0.299,0.133,
4/25/2013 10:00 PM,0.161,0.134,0.299,0.129,
4/26/2013 12:00 AM,0.161,0.132,0.297,0.128,
4/26/2013 2:00 AM,0.163,0.132,0.295,0.126,
4/26/2013 4:00 AM,0.162,0.132,0.293,0.124,
4/26/2013 6:00 AM,0.162,0.132,0.292,0.124,
4/26/2013 8:00 AM,0.161,0.131,0.291,0.124,
4/26/2013 10:00 AM,0.156,0.132,0.290,0.126,
4/26/2013 12:00 PM,0.155,0.132,0.290,0.130,
4/26/2013 2:00 PM,0.154,0.133,0.292,0.133,
4/26/2013 4:00 PM,0.153,0.134,0.296,0.135,
4/26/2013 6:00 PM,0.153,0.133,0.298,0.135,
4/26/2013 8:00 PM,0.155,0.132,0.300,0.132,
4/26/2013 10:00 PM,0.158,0.130,0.299,0.128,
4/27/2013 12:00 AM,0.159,0.129,0.297,0.126,
4/27/2013 2:00 AM,0.160,0.128,0.296,0.124,
4/27/2013 4:00 AM,0.160,0.128,0.294,0.123,
4/27/2013 6:00 AM,0.160,0.127,0.293,0.122,
4/27/2013 8:00 AM,0.158,0.126,0.291,0.122,
4/27/2013 10:00 AM,0.153,0.127,0.289,0.126,
4/27/2013 12:00 PM,0.151,0.128,0.289,0.131,
4/27/2013 2:00 PM,0.150,0.130,0.292,0.134,
4/27/2013 4:00 PM,0.150,0.130,0.296,0.136,
4/27/2013 6:00 PM,0.150,0.130,0.297,0.136,
4/27/2013 8:00 PM,0.151,0.128,0.300,0.132,
4/27/2013 10:00 PM,0.153,0.127,0.300,0.128,
4/28/2013 12:00 AM,0.154,0.125,0.298,0.125,
4/28/2013 2:00 AM,0.154,0.124,0.296,0.123,
4/28/2013 4:00 AM,0.153,0.123,0.294,0.122,
4/28/2013 6:00 AM,0.155,0.122,0.293,0.121,
4/28/2013 8:00 AM,0.153,0.122,0.292,0.121,
4/28/2013 10:00 AM,0.149,0.123,0.289,0.124,
4/28/2013 12:00 PM,0.148,0.125,0.290,0.128,
4/28/2013 2:00 PM,0.147,0.126,0.291,0.130,
4/28/2013 4:00 PM,0.147,0.126,0.295,0.131,
4/28/2013 6:00 PM,0.146,0.125,0.295,0.132,
4/28/2013 8:00 PM,0.147,0.124,0.298,0.128,
4/28/2013 10:00 PM,0.150,0.122,0.298,0.123,
4/29/2013 12:00 AM,0.150,0.120,0.296,0.120,
4/29/2013 2:00 AM,0.149,0.119,0.294,0.119,
4/29/2013 4:00 AM,0.150,0.117,0.292,0.117,
4/29/2013 6:00 AM,0.150,0.117,0.291,0.117,
4/29/2013 8:00 AM,0.148,0.117,0.290,0.116,
4/29/2013 10:00 AM,0.145,0.120,0.288,0.120,
4/29/2013 12:00 PM,0.145,0.121,0.288,0.124,
4/29/2013 2:00 PM,0.145,0.123,0.290,0.127,
4/29/2013 4:00 PM,0.144,0.123,0.293,0.128,
4/29/2013 6:00 PM,0.143,0.122,0.294,0.128,
4/29/2013 8:00 PM,0.142,0.120,0.296,0.125,
4/29/2013 10:00 PM,0.143,0.119,0.296,0.122,
4/30/2013 12:00 AM,0.143,0.117,0.294,0.119,
4/30/2013 2:00 AM,0.144,0.116,0.293,0.117,
4/30/2013 4:00 AM,0.144,0.115,0.292,0.115,
4/30/2013 6:00 AM,0.144,0.115,0.291,0.114,
4/30/2013 8:00 AM,0.143,0.114,0.290,0.114,
4/30/2013 10:00 AM,0.142,0.116,0.288,0.116,
4/30/2013 12:00 PM,0.142,0.118,0.289,0.119,
4/30/2013 2:00 PM,0.142,0.120,0.291,0.122,
4/30/2013 4:00 PM,0.143,0.120,0.293,0.124,
4/30/2013 6:00 PM,0.142,0.119,0.294,0.124,
4/30/2013 8:00 PM,0.143,0.115,0.296,0.121,
4/30/2013 10:00 PM,0.143,0.111,0.294,0.117,
5/1/2013 12:00 AM,0.143,0.110,0.291,0.114,
5/1/2013 2:00 AM,0.143,0.108,0.290,0.113,
5/1/2013 4:00 AM,0.143,0.107,0.289,0.112,
5/1/2013 6:00 AM,0.143,0.107,0.288,0.111,
5/1/2013 8:00 AM,0.142,0.107,0.287,0.111,
5/1/2013 10:00 AM,0.142,0.110,0.285,0.113,
5/1/2013 12:00 PM,0.142,0.112,0.286,0.115,
5/1/2013 2:00 PM,0.142,0.115,0.288,0.119,
5/1/2013 4:00 PM,0.141,0.116,0.290,0.120,
5/1/2013 6:00 PM,0.141,0.114,0.291,0.122,
5/1/2013 8:00 PM,0.141,0.111,0.292,0.122,
5/1/2013 10:00 PM,0.141,0.108,0.290,0.118,
5/2/2013 12:00 AM,0.142,0.106,0.289,0.116,
5/2/2013 2:00 AM,0.142,0.105,0.287,0.115,
5/2/2013 4:00 AM,0.143,0.104,0.286,0.114,
5/2/2013 6:00 AM,0.143,0.104,0.284,0.113,
5/2/2013 8:00 AM,0.142,0.104,0.283,0.113,
5/2/2013 10:00 AM,0.139,0.109,0.282,0.115,
5/2/2013 12:00 PM,0.140,0.111,0.282,0.120,
5/2/2013 2:00 PM,0.140,0.115,0.285,0.124,
5/2/2013 4:00 PM,0.140,0.116,0.289,0.125,
5/2/2013 6:00 PM,0.140,0.114,0.291,0.124,
5/2/2013 8:00 PM,0.139,0.110,0.292,0.122,
5/2/2013 10:00 PM,0.140,0.106,0.290,0.117,
5/3/2013 12:00 AM,0.140,0.104,0.288,0.115,
5/3/2013 2:00 AM,0.140,0.102,0.286,0.113,
5/3/2013 4:00 AM,0.140,0.102,0.285,0.112,
5/3/2013 6:00 AM,0.141,0.101,0.284,0.111,
5/3/2013 8:00 AM,0.140,0.102,0.283,0.110,
5/3/2013 10:00 AM,0.137,0.107,0.280,0.113,
5/3/2013 12:00 PM,0.137,0.109,0.280,0.118,
5/3/2013 2:00 PM,0.138,0.113,0.283,0.122,
5/3/2013 4:00 PM,0.138,0.114,0.286,0.124,
5/3/2013 6:00 PM,0.138,0.113,0.289,0.124,
5/3/2013 8:00 PM,0.138,0.109,0.291,0.120,
5/3/2013 10:00 PM,0.138,0.105,0.290,0.116,
5/4/2013 12:00 AM,0.138,0.102,0.289,0.113,
5/4/2013 2:00 AM,0.138,0.101,0.287,0.111,
5/4/2013 4:00 AM,0.138,0.100,0.285,0.110,
