H1M2_2,Port 1,Port 2,Port 3,Port 4,Port 5
2062 records,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,
Measurement Time,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,None
4/25/2013 12:00 PM,0.307,0.210,0.228,0.278,
4/25/2013 2:00 PM,0.309,0.205,0.208,0.279,
4/25/2013 4:00 PM,0.314,0.208,0.213,0.282,
4/25/2013 6:00 PM,0.316,0.212,0.218,0.283,
4/25/2013 8:00 PM,0.315,0.212,0.220,0.283,
4/25/2013 10:00 PM,0.312,0.214,0.222,0.284,
4/26/2013 12:00 AM,0.310,0.213,0.221,0.283,
4/26/2013 2:00 AM,0.308,0.213,0.220,0.283,
4/26/2013 4:00 AM,0.306,0.212,0.218,0.283,
4/26/2013 6:00 AM,0.304,0.210,0.217,0.281,
4/26/2013 8:00 AM,0.303,0.209,0.215,0.280,
4/26/2013 10:00 AM,0.302,0.204,0.209,0.276,
4/26/2013 12:00 PM,0.304,0.199,0.212,0.277,
4/26/2013 2:00 PM,0.309,0.201,0.208,0.279,
4/26/2013 4:00 PM,0.315,0.203,0.213,0.280,
4/26/2013 6:00 PM,0.317,0.209,0.218,0.282,
4/26/2013 8:00 PM,0.316,0.209,0.222,0.283,
4/26/2013 10:00 PM,0.313,0.211,0.224,0.283,
4/27/2013 12:00 AM,0.310,0.210,0.221,0.283,
4/27/2013 2:00 AM,0.308,0.209,0.219,0.282,
4/27/2013 4:00 AM,0.306,0.208,0.218,0.281,
4/27/2013 6:00 AM,0.304,0.207,0.217,0.280,
4/27/2013 8:00 AM,0.302,0.205,0.214,0.278,
4/27/2013 10:00 AM,0.301,0.198,0.207,0.273,
4/27/2013 12:00 PM,0.303,0.195,0.211,0.275,
4/27/2013 2:00 PM,0.309,0.196,0.208,0.277,
4/27/2013 4:00 PM,0.314,0.198,0.213,0.279,
4/27/2013 6:00 PM,0.317,0.203,0.218,0.280,
4/27/2013 8:00 PM,0.315,0.204,0.223,0.281,
4/27/2013 10:00 PM,0.313,0.205,0.224,0.282,
4/28/2013 12:00 AM,0.310,0.205,0.221,0.281,
4/28/2013 2:00 AM,0.307,0.203,0.219,0.280,
4/28/2013 4:00 AM,0.305,0.202,0.217,0.278,
4/28/2013 6:00 AM,0.304,0.201,0.216,0.278,
4/28/2013 8:00 AM,0.302,0.200,0.213,0.277,
4/28/2013 10:00 AM,0.300,0.194,0.206,0.272,
4/28/2013 12:00 PM,0.303,0.192,0.209,0.274,
4/28/2013 2:00 PM,0.306,0.192,0.208,0.275,
4/28/2013 4:00 PM,0.310,0.196,0.214,0.276,
4/28/2013 6:00 PM,0.311,0.197,0.214,0.276,
4/28/2013 8:00 PM,0.311,0.197,0.219,0.277,
4/28/2013 10:00 PM,0.308,0.200,0.221,0.278,
4/29/2013 12:00 AM,0.306,0.198,0.218,0.277,
4/29/2013 2:00 AM,0.303,0.197,0.216,0.276,
4/29/2013 4:00 AM,0.302,0.196,0.214,0.275,
4/29/2013 6:00 AM,0.300,0.195,0.213,0.274,
4/29/2013 8:00 AM,0.299,0.194,0.211,0.273,
4/29/2013 10:00 AM,0.297,0.189,0.204,0.269,
4/29/2013 12:00 PM,0.299,0.187,0.206,0.270,
4/29/2013 2:00 PM,0.302,0.187,0.205,0.271,
4/29/2013 4:00 PM,0.306,0.189,0.208,0.271,
4/29/2013 6:00 PM,0.308,0.191,0.211,0.272,
4/29/2013 8:00 PM,0.307,0.191,0.215,0.273,
4/29/2013 10:00 PM,0.304,0.191,0.216,0.273,
4/30/2013 12:00 AM,0.303,0.191,0.215,0.272,
4/30/2013 2:00 AM,0.301,0.190,0.213,0.271,
4/30/2013 4:00 AM,0.299,0.190,0.212,0.271,
4/30/2013 6:00 AM,0.298,0.189,0.211,0.270,
4/30/2013 8:00 AM,0.297,0.187,0.209,0.269,
4/30/2013 10:00 AM,0.295,0.183,0.201,0.266,
4/30/2013 12:00 PM,0.297,0.182,0.205,0.266,
4/30/2013 2:00 PM,0.300,0.182,0.203,0.266,
4/30/2013 4:00 PM,0.303,0.184,0.207,0.267,
4/30/2013 6:00 PM,0.304,0.185,0.209,0.267,
4/30/2013 8:00 PM,0.302,0.185,0.214,0.268,
4/30/2013 10:00 PM,0.299,0.186,0.215,0.268,
5/1/2013 12:00 AM,0.297,0.184,0.214,0.267,
5/1/2013 2:00 AM,0.294,0.183,0.212,0.266,
