HIM2_1,Port 1,Port 2,Port 3,Port 4,Port 5
2175 records,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,
Measurement Time,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,None
7/25/2013 4:00 AM,0.040,#N/A,0.132,0.142,
7/25/2013 6:00 AM,0.037,#N/A,0.130,0.142,
7/25/2013 8:00 AM,0.036,#N/A,0.128,0.140,
7/25/2013 10:00 AM,0.042,#N/A,0.130,0.133,
7/25/2013 12:00 PM,0.049,#N/A,0.133,0.134,
7/25/2013 2:00 PM,0.053,#N/A,0.137,0.136,
7/25/2013 4:00 PM,0.054,#N/A,0.140,0.138,
7/25/2013 6:00 PM,0.052,#N/A,0.142,0.139,
7/25/2013 8:00 PM,0.050,#N/A,0.141,0.138,
7/25/2013 10:00 PM,0.044,#N/A,0.138,0.144,
7/26/2013 12:00 AM,0.041,#N/A,0.134,0.145,
7/26/2013 2:00 AM,0.039,#N/A,0.131,0.143,
7/26/2013 4:00 AM,0.038,#N/A,0.130,0.142,
7/26/2013 6:00 AM,0.036,#N/A,0.128,0.142,
7/26/2013 8:00 AM,0.036,#N/A,0.126,0.137,
7/26/2013 10:00 AM,0.042,#N/A,0.129,0.132,
7/26/2013 12:00 PM,0.048,#N/A,0.132,0.132,
7/26/2013 2:00 PM,0.053,#N/A,0.136,0.134,
7/26/2013 4:00 PM,0.054,#N/A,0.140,0.136,
7/26/2013 6:00 PM,0.051,#N/A,0.141,0.136,
7/26/2013 8:00 PM,0.050,#N/A,0.140,0.136,
7/26/2013 10:00 PM,0.045,#N/A,0.137,0.142,
7/27/2013 12:00 AM,0.042,#N/A,0.134,0.141,
7/27/2013 2:00 AM,0.041,#N/A,0.132,0.139,
7/27/2013 4:00 AM,0.040,#N/A,0.132,0.138,
7/27/2013 6:00 AM,0.039,#N/A,0.132,0.139,
7/27/2013 8:00 AM,0.039,#N/A,0.131,0.140,
7/27/2013 10:00 AM,0.039,#N/A,0.131,0.139,
7/27/2013 12:00 PM,0.040,#N/A,0.131,0.138,
7/27/2013 2:00 PM,0.040,#N/A,0.132,0.137,
7/27/2013 4:00 PM,0.041,#N/A,0.132,0.138,
7/27/2013 6:00 PM,0.042,#N/A,0.133,0.136,
7/27/2013 8:00 PM,0.042,#N/A,0.133,0.138,
7/27/2013 10:00 PM,0.039,#N/A,0.132,0.140,
7/28/2013 12:00 AM,0.038,#N/A,0.130,0.140,
7/28/2013 2:00 AM,0.036,#N/A,0.129,0.141,
7/28/2013 4:00 AM,0.036,#N/A,0.128,0.140,
7/28/2013 6:00 AM,0.034,#N/A,0.126,0.140,
7/28/2013 8:00 AM,0.033,#N/A,0.126,0.137,
7/28/2013 10:00 AM,0.039,#N/A,0.128,0.134,
7/28/2013 12:00 PM,0.045,#N/A,0.131,0.135,
7/28/2013 2:00 PM,0.050,#N/A,0.135,0.136,
7/28/2013 4:00 PM,0.051,#N/A,0.139,0.136,
7/28/2013 6:00 PM,0.052,#N/A,0.142,0.135,
7/28/2013 8:00 PM,0.046,#N/A,0.145,0.134,
7/28/2013 10:00 PM,0.041,#N/A,0.141,0.141,
7/29/2013 12:00 AM,0.039,#N/A,0.136,0.140,
7/29/2013 2:00 AM,0.038,#N/A,0.133,0.140,
7/29/2013 4:00 AM,0.036,#N/A,0.131,0.137,
7/29/2013 6:00 AM,0.035,#N/A,0.130,0.137,
7/29/2013 8:00 AM,0.034,#N/A,0.129,0.136,
7/29/2013 10:00 AM,0.036,#N/A,0.130,0.134,
7/29/2013 12:00 PM,0.041,#N/A,0.132,0.133,
7/29/2013 2:00 PM,0.043,#N/A,0.135,0.134,
7/29/2013 4:00 PM,0.046,#N/A,0.138,0.134,
7/29/2013 6:00 PM,0.046,#N/A,0.140,0.138,
7/29/2013 8:00 PM,0.044,#N/A,0.139,0.140,
7/29/2013 10:00 PM,0.041,#N/A,0.136,0.142,
7/30/2013 12:00 AM,0.039,#N/A,0.134,0.141,
7/30/2013 2:00 AM,0.038,#N/A,0.133,0.142,
7/30/2013 4:00 AM,0.035,#N/A,0.130,0.142,
7/30/2013 6:00 AM,0.034,#N/A,0.128,0.142,
7/30/2013 8:00 AM,0.033,#N/A,0.128,0.138,
7/30/2013 10:00 AM,0.039,#N/A,0.130,0.132,
7/30/2013 12:00 PM,0.046,#N/A,0.132,0.134,
7/30/2013 2:00 PM,0.049,#N/A,0.137,0.136,
7/30/2013 4:00 PM,0.051,#N/A,0.140,0.138,
7/30/2013 6:00 PM,0.050,#N/A,0.142,0.140,
7/30/2013 8:00 PM,0.049,#N/A,0.142,0.140,
7/30/2013 10:00 PM,0.045,#N/A,0.139,0.144,
7/31/2013 12:00 AM,0.038,#N/A,0.134,0.143,
7/31/2013 2:00 AM,0.037,#N/A,0.132,0.142,
7/31/2013 4:00 AM,0.037,#N/A,0.131,0.140,
7/31/2013 6:00 AM,0.036,#N/A,0.130,0.142,
7/31/2013 8:00 AM,0.035,#N/A,0.128,0.139,
7/31/2013 10:00 AM,0.042,#N/A,0.130,0.132,
7/31/2013 12:00 PM,0.046,#N/A,0.133,0.133,
7/31/2013 2:00 PM,0.050,#N/A,0.137,0.135,
7/31/2013 4:00 PM,0.052,#N/A,0.140,0.136,
7/31/2013 6:00 PM,0.051,#N/A,0.142,0.138,
7/31/2013 8:00 PM,0.048,#N/A,0.142,0.138,
7/31/2013 10:00 PM,0.042,#N/A,0.138,0.140,
8/1/2013 12:00 AM,0.041,#N/A,0.136,0.140,
8/1/2013 2:00 AM,0.040,#N/A,0.134,0.138,
8/1/2013 4:00 AM,0.041,#N/A,0.133,0.137,
8/1/2013 6:00 AM,0.040,#N/A,0.132,0.136,
8/1/2013 8:00 AM,0.040,#N/A,0.131,0.136,
8/1/2013 10:00 AM,0.042,#N/A,0.132,0.134,
8/1/2013 12:00 PM,0.046,#N/A,0.134,0.133,
8/1/2013 2:00 PM,0.051,#N/A,0.138,0.134,
8/1/2013 4:00 PM,0.051,#N/A,0.140,0.136,
8/1/2013 6:00 PM,0.050,#N/A,0.142,0.137,
8/1/2013 8:00 PM,0.050,#N/A,0.140,0.138,
8/1/2013 10:00 PM,0.045,#N/A,0.136,0.141,
8/2/2013 12:00 AM,0.041,#N/A,0.134,0.140,
8/2/2013 2:00 AM,0.037,#N/A,0.130,0.141,
8/2/2013 4:00 AM,0.033,0.030,0.126,0.141,
8/2/2013 6:00 AM,0.030,0.132,0.124,0.140,
8/2/2013 8:00 AM,0.029,-0.027,0.122,0.136,
8/2/2013 10:00 AM,0.032,#N/A,0.124,0.128,
8/2/2013 12:00 PM,0.041,#N/A,0.127,0.128,
8/2/2013 2:00 PM,0.047,#N/A,0.132,0.130,
8/2/2013 4:00 PM,0.048,#N/A,0.136,0.132,
8/2/2013 6:00 PM,0.045,#N/A,0.138,0.133,
8/2/2013 8:00 PM,0.043,#N/A,0.136,0.132,
8/2/2013 10:00 PM,0.039,#N/A,0.133,0.138,
8/3/2013 12:00 AM,0.036,#N/A,0.130,0.136,
8/3/2013 2:00 AM,0.036,#N/A,0.128,0.134,
8/3/2013 4:00 AM,0.034,#N/A,0.127,0.134,
8/3/2013 6:00 AM,0.034,#N/A,0.126,0.134,
8/3/2013 8:00 AM,0.031,#N/A,0.124,0.132,
8/3/2013 10:00 AM,0.036,#N/A,0.125,0.128,
8/3/2013 12:00 PM,0.043,#N/A,0.128,0.128,
8/3/2013 2:00 PM,0.052,#N/A,0.134,0.130,
8/3/2013 4:00 PM,0.051,#N/A,0.137,0.132,
8/3/2013 6:00 PM,0.047,#N/A,0.136,0.134,
8/3/2013 8:00 PM,0.045,#N/A,0.136,0.134,
8/3/2013 10:00 PM,0.040,#N/A,0.132,0.136,
8/4/2013 12:00 AM,0.037,#N/A,0.129,0.135,
8/4/2013 2:00 AM,0.035,#N/A,0.127,0.135,
8/4/2013 4:00 AM,0.032,#N/A,0.124,0.135,
8/4/2013 6:00 AM,0.030,#N/A,0.122,0.135,
8/4/2013 8:00 AM,0.028,#N/A,0.120,0.132,
8/4/2013 10:00 AM,0.034,#N/A,0.123,0.125,
8/4/2013 12:00 PM,0.041,#N/A,0.126,0.126,
8/4/2013 2:00 PM,0.045,#N/A,0.131,0.128,
8/4/2013 4:00 PM,0.047,#N/A,0.135,0.132,
8/4/2013 6:00 PM,0.046,#N/A,0.136,0.133,
8/4/2013 8:00 PM,0.044,#N/A,0.136,0.130,
8/4/2013 10:00 PM,0.038,#N/A,0.132,0.136,
8/5/2013 12:00 AM,0.034,#N/A,0.128,0.135,
8/5/2013 2:00 AM,0.033,#N/A,0.126,0.134,
8/5/2013 4:00 AM,0.031,#N/A,0.124,0.134,
8/5/2013 6:00 AM,0.030,#N/A,0.122,0.134,
8/5/2013 8:00 AM,0.029,#N/A,0.121,0.130,
8/5/2013 10:00 AM,0.036,#N/A,0.124,0.125,
8/5/2013 12:00 PM,0.041,#N/A,0.127,0.128,
8/5/2013 2:00 PM,0.046,#N/A,0.132,0.128,
8/5/2013 4:00 PM,0.047,#N/A,0.134,0.130,
8/5/2013 6:00 PM,0.049,#N/A,0.136,0.135,
8/5/2013 8:00 PM,0.046,#N/A,0.135,0.136,
8/5/2013 10:00 PM,0.041,#N/A,0.131,0.139,
8/6/2013 12:00 AM,0.038,#N/A,0.128,0.140,
8/6/2013 2:00 AM,0.033,#N/A,0.124,0.140,
8/6/2013 4:00 AM,0.031,#N/A,0.122,0.137,
8/6/2013 6:00 AM,0.033,#N/A,0.122,0.134,
8/6/2013 8:00 AM,0.033,#N/A,0.121,0.132,
8/6/2013 10:00 AM,0.037,#N/A,0.123,0.128,
8/6/2013 12:00 PM,0.043,#N/A,0.126,0.126,
8/6/2013 2:00 PM,0.048,#N/A,0.131,0.128,
8/6/2013 4:00 PM,0.051,#N/A,0.136,0.130,
8/6/2013 6:00 PM,0.049,#N/A,0.138,0.133,
8/6/2013 8:00 PM,0.048,#N/A,0.136,0.133,
8/6/2013 10:00 PM,0.044,#N/A,0.132,0.138,
8/7/2013 12:00 AM,0.041,#N/A,0.129,0.139,
8/7/2013 2:00 AM,0.038,#N/A,0.126,0.137,
8/7/2013 4:00 AM,0.034,#N/A,0.123,0.137,
8/7/2013 6:00 AM,0.033,#N/A,0.121,0.136,
8/7/2013 8:00 AM,0.031,-0.269,0.120,0.133,
8/7/2013 10:00 AM,0.037,#N/A,0.122,0.126,
8/7/2013 12:00 PM,0.043,#N/A,0.126,0.128,
8/7/2013 2:00 PM,0.046,#N/A,0.130,0.129,
8/7/2013 4:00 PM,0.048,#N/A,0.134,0.130,
8/7/2013 6:00 PM,0.047,#N/A,0.136,0.131,
8/7/2013 8:00 PM,0.045,#N/A,0.134,0.132,
8/7/2013 10:00 PM,0.042,#N/A,0.132,0.135,
8/8/2013 12:00 AM,0.041,#N/A,0.130,0.134,
8/8/2013 2:00 AM,0.040,#N/A,0.128,0.133,
8/8/2013 4:00 AM,0.039,#N/A,0.126,0.132,
8/8/2013 6:00 AM,0.037,#N/A,0.125,0.133,
8/8/2013 8:00 AM,0.036,#N/A,0.124,0.131,
8/8/2013 10:00 AM,0.039,#N/A,0.125,0.128,
8/8/2013 12:00 PM,0.043,#N/A,0.128,0.128,
8/8/2013 2:00 PM,0.044,#N/A,0.129,0.130,
8/8/2013 4:00 PM,0.047,#N/A,0.132,0.128,
8/8/2013 6:00 PM,0.046,#N/A,0.134,0.130,
8/8/2013 8:00 PM,0.045,#N/A,0.134,0.130,
8/8/2013 10:00 PM,0.042,#N/A,0.131,0.132,
8/9/2013 12:00 AM,0.038,#N/A,0.128,0.131,
8/9/2013 2:00 AM,0.036,#N/A,0.126,0.130,
8/9/2013 4:00 AM,0.033,#N/A,0.124,0.131,
8/9/2013 6:00 AM,0.031,#N/A,0.122,0.130,
8/9/2013 8:00 AM,0.029,#N/A,0.119,0.130,
8/9/2013 10:00 AM,0.033,#N/A,0.121,0.125,
8/9/2013 12:00 PM,0.041,#N/A,0.124,0.126,
8/9/2013 2:00 PM,0.047,#N/A,0.130,0.128,
8/9/2013 4:00 PM,0.048,#N/A,0.134,0.130,
8/9/2013 6:00 PM,0.046,#N/A,0.135,0.130,
8/9/2013 8:00 PM,0.044,#N/A,0.134,0.130,
8/9/2013 10:00 PM,0.042,#N/A,0.132,0.132,
8/10/2013 12:00 AM,0.039,#N/A,0.128,0.131,
8/10/2013 2:00 AM,0.036,#N/A,0.126,0.131,
8/10/2013 4:00 AM,0.034,#N/A,0.124,0.130,
8/10/2013 6:00 AM,0.034,#N/A,0.122,0.130,
8/10/2013 8:00 AM,0.033,#N/A,0.121,0.129,
8/10/2013 10:00 AM,0.035,#N/A,0.122,0.126,
8/10/2013 12:00 PM,0.040,#N/A,0.124,0.125,
8/10/2013 2:00 PM,0.046,#N/A,0.129,0.128,
8/10/2013 4:00 PM,0.045,#N/A,0.132,0.129,
8/10/2013 6:00 PM,0.045,#N/A,0.134,0.130,
8/10/2013 8:00 PM,0.043,#N/A,0.133,0.131,
8/10/2013 10:00 PM,0.041,#N/A,0.130,0.133,
8/11/2013 12:00 AM,0.039,#N/A,0.128,0.132,
8/11/2013 2:00 AM,0.036,#N/A,0.126,0.131,
8/11/2013 4:00 AM,0.035,#N/A,0.124,0.130,
8/11/2013 6:00 AM,0.032,#N/A,0.122,0.129,
8/11/2013 8:00 AM,0.032,#N/A,0.122,0.128,
8/11/2013 10:00 AM,0.036,#N/A,0.123,0.125,
8/11/2013 12:00 PM,0.041,#N/A,0.126,0.126,
8/11/2013 2:00 PM,0.044,#N/A,0.130,0.127,
8/11/2013 4:00 PM,0.045,#N/A,0.133,0.129,
8/11/2013 6:00 PM,0.044,#N/A,0.134,0.130,
8/11/2013 8:00 PM,0.043,#N/A,0.133,0.129,
8/11/2013 10:00 PM,0.040,#N/A,0.129,0.132,
8/12/2013 12:00 AM,0.037,#N/A,0.126,0.130,
8/12/2013 2:00 AM,0.036,#N/A,0.124,0.130,
8/12/2013 4:00 AM,0.035,#N/A,0.124,0.128,
8/12/2013 6:00 AM,0.034,#N/A,0.122,0.128,
8/12/2013 8:00 AM,0.032,#N/A,0.120,0.128,
8/12/2013 10:00 AM,0.036,#N/A,0.122,0.124,
8/12/2013 12:00 PM,0.042,#N/A,0.125,0.124,
8/12/2013 2:00 PM,0.048,#N/A,0.130,0.128,
8/12/2013 4:00 PM,0.049,#N/A,0.132,0.130,
8/12/2013 6:00 PM,0.047,#N/A,0.134,0.130,
8/12/2013 8:00 PM,0.044,#N/A,0.133,0.128,
8/12/2013 10:00 PM,0.040,#N/A,0.128,0.132,
8/13/2013 12:00 AM,0.037,#N/A,0.126,0.130,
8/13/2013 2:00 AM,0.035,#N/A,0.123,0.130,
8/13/2013 4:00 AM,0.031,#N/A,0.120,0.131,
8/13/2013 6:00 AM,0.030,#N/A,0.118,0.129,
8/13/2013 8:00 AM,0.029,#N/A,0.117,0.127,
8/13/2013 10:00 AM,0.033,#N/A,0.120,0.124,
8/13/2013 12:00 PM,0.040,#N/A,0.122,0.124,
8/13/2013 2:00 PM,0.045,#N/A,0.128,0.126,
8/13/2013 4:00 PM,0.046,#N/A,0.132,0.128,
8/13/2013 6:00 PM,0.045,#N/A,0.132,0.128,
8/13/2013 8:00 PM,0.043,#N/A,0.131,0.128,
8/13/2013 10:00 PM,0.039,#N/A,0.127,0.132,
8/14/2013 12:00 AM,0.034,#N/A,0.123,0.131,
8/14/2013 2:00 AM,0.033,#N/A,0.121,0.129,
8/14/2013 4:00 AM,0.032,#N/A,0.119,0.130,
8/14/2013 6:00 AM,0.031,#N/A,0.117,0.130,
8/14/2013 8:00 AM,0.028,#N/A,0.115,0.127,
8/14/2013 10:00 AM,0.033,#N/A,0.117,0.123,
8/14/2013 12:00 PM,0.039,#N/A,0.120,0.124,
8/14/2013 2:00 PM,0.044,#N/A,0.126,0.126,
8/14/2013 4:00 PM,0.045,#N/A,0.130,0.128,
8/14/2013 6:00 PM,0.044,#N/A,0.132,0.130,
8/14/2013 8:00 PM,0.042,#N/A,0.130,0.129,
8/14/2013 10:00 PM,0.037,#N/A,0.127,0.132,
8/15/2013 12:00 AM,0.034,#N/A,0.123,0.132,
8/15/2013 2:00 AM,0.030,#N/A,0.120,0.131,
8/15/2013 4:00 AM,0.030,#N/A,0.118,0.128,
8/15/2013 6:00 AM,0.028,#N/A,0.116,0.130,
8/15/2013 8:00 AM,0.026,#N/A,0.114,0.126,
8/15/2013 10:00 AM,0.031,#N/A,0.117,0.122,
8/15/2013 12:00 PM,0.039,#N/A,0.120,0.122,
8/15/2013 2:00 PM,0.044,#N/A,0.126,0.125,
8/15/2013 4:00 PM,0.045,#N/A,0.130,0.126,
8/15/2013 6:00 PM,0.043,#N/A,0.130,0.128,
8/15/2013 8:00 PM,0.042,#N/A,0.130,0.127,
8/15/2013 10:00 PM,0.036,#N/A,0.125,0.132,
8/16/2013 12:00 AM,0.034,#N/A,0.122,0.134,
8/16/2013 2:00 AM,0.032,#N/A,0.119,0.132,
8/16/2013 4:00 AM,0.030,-0.099,0.116,0.130,
8/16/2013 6:00 AM,0.028,0.121,0.114,0.128,
8/16/2013 8:00 AM,0.027,-0.113,0.113,0.126,
8/16/2013 10:00 AM,0.031,#N/A,0.116,0.121,
8/16/2013 12:00 PM,0.039,#N/A,0.120,0.122,
8/16/2013 2:00 PM,0.043,#N/A,0.126,0.124,
8/16/2013 4:00 PM,0.044,#N/A,0.130,0.127,
8/16/2013 6:00 PM,0.043,#N/A,0.132,0.127,
8/16/2013 8:00 PM,0.042,#N/A,0.130,0.128,
8/16/2013 10:00 PM,0.038,#N/A,0.126,0.130,
8/17/2013 12:00 AM,0.033,#N/A,0.123,0.129,
8/17/2013 2:00 AM,0.032,#N/A,0.121,0.128,
8/17/2013 4:00 AM,0.031,#N/A,0.120,0.128,
8/17/2013 6:00 AM,0.030,#N/A,0.118,0.129,
8/17/2013 8:00 AM,0.030,#N/A,0.117,0.126,
8/17/2013 10:00 AM,0.034,#N/A,0.120,0.122,
8/17/2013 12:00 PM,0.042,#N/A,0.123,0.123,
8/17/2013 2:00 PM,0.044,#N/A,0.127,0.125,
8/17/2013 4:00 PM,0.045,#N/A,0.130,0.127,
8/17/2013 6:00 PM,0.043,#N/A,0.131,0.128,
8/17/2013 8:00 PM,0.043,#N/A,0.130,0.128,
8/17/2013 10:00 PM,0.039,#N/A,0.126,0.130,
8/18/2013 12:00 AM,0.037,#N/A,0.124,0.128,
8/18/2013 2:00 AM,0.036,#N/A,0.124,0.127,
8/18/2013 4:00 AM,0.035,#N/A,0.122,0.127,
8/18/2013 6:00 AM,0.034,#N/A,0.121,0.127,
8/18/2013 8:00 AM,0.033,#N/A,0.120,0.126,
8/18/2013 10:00 AM,0.036,#N/A,0.122,0.124,
8/18/2013 12:00 PM,0.042,#N/A,0.124,0.124,
8/18/2013 2:00 PM,0.045,#N/A,0.128,0.127,
8/18/2013 4:00 PM,0.045,#N/A,0.131,0.128,
8/18/2013 6:00 PM,0.045,#N/A,0.132,0.128,
8/18/2013 8:00 PM,0.042,#N/A,0.131,0.128,
8/18/2013 10:00 PM,0.038,#N/A,0.126,0.133,
8/19/2013 12:00 AM,0.034,#N/A,0.123,0.133,
8/19/2013 2:00 AM,0.032,#N/A,0.120,0.131,
8/19/2013 4:00 AM,0.032,#N/A,0.119,0.130,
8/19/2013 6:00 AM,0.029,#N/A,0.116,0.129,
8/19/2013 8:00 AM,0.028,#N/A,0.115,0.126,
8/19/2013 10:00 AM,0.032,#N/A,0.118,0.121,
8/19/2013 12:00 PM,0.040,#N/A,0.122,0.123,
8/19/2013 2:00 PM,0.042,#N/A,0.126,0.126,
8/19/2013 4:00 PM,0.044,#N/A,0.130,0.126,
8/19/2013 6:00 PM,0.043,#N/A,0.130,0.129,
8/19/2013 8:00 PM,0.041,#N/A,0.129,0.130,
8/19/2013 10:00 PM,0.038,#N/A,0.126,0.130,
8/20/2013 12:00 AM,0.036,#N/A,0.124,0.129,
8/20/2013 2:00 AM,0.035,#N/A,0.122,0.129,
8/20/2013 4:00 AM,0.034,#N/A,0.120,0.129,
8/20/2013 6:00 AM,0.033,#N/A,0.120,0.128,
8/20/2013 8:00 AM,0.033,#N/A,0.119,0.127,
8/20/2013 10:00 AM,0.034,#N/A,0.120,0.125,
8/20/2013 12:00 PM,0.039,#N/A,0.123,0.124,
8/20/2013 2:00 PM,0.040,#N/A,0.124,0.127,
8/20/2013 4:00 PM,0.041,#N/A,0.127,0.126,
8/20/2013 6:00 PM,0.042,#N/A,0.129,0.128,
8/20/2013 8:00 PM,0.041,#N/A,0.128,0.130,
8/20/2013 10:00 PM,0.040,#N/A,0.125,0.133,
8/21/2013 12:00 AM,0.037,#N/A,0.122,0.132,
8/21/2013 2:00 AM,0.036,#N/A,0.121,0.130,
8/21/2013 4:00 AM,0.033,#N/A,0.119,0.130,
8/21/2013 6:00 AM,0.031,#N/A,0.117,0.129,
8/21/2013 8:00 AM,0.030,#N/A,0.116,0.128,
8/21/2013 10:00 AM,0.035,#N/A,0.119,0.124,
8/21/2013 12:00 PM,0.041,#N/A,0.122,0.124,
8/21/2013 2:00 PM,0.045,#N/A,0.126,0.126,
8/21/2013 4:00 PM,0.045,#N/A,0.130,0.129,
8/21/2013 6:00 PM,0.045,#N/A,0.131,0.129,
8/21/2013 8:00 PM,0.043,#N/A,0.130,0.129,
8/21/2013 10:00 PM,0.040,#N/A,0.126,0.132,
8/22/2013 12:00 AM,0.038,#N/A,0.124,0.130,
8/22/2013 2:00 AM,0.043,#N/A,0.124,0.116,
8/22/2013 4:00 AM,0.036,#N/A,0.122,0.130,
8/22/2013 6:00 AM,0.034,#N/A,0.120,0.129,
8/22/2013 8:00 AM,0.033,#N/A,0.119,0.128,
8/22/2013 10:00 AM,0.033,#N/A,0.120,0.124,
8/22/2013 12:00 PM,0.041,#N/A,0.123,0.125,
8/22/2013 2:00 PM,0.046,#N/A,0.128,0.127,
8/22/2013 4:00 PM,0.046,#N/A,0.131,0.128,
8/22/2013 6:00 PM,0.042,#N/A,0.130,0.130,
8/22/2013 8:00 PM,0.049,#N/A,0.132,0.117,
8/22/2013 10:00 PM,0.036,#N/A,0.127,0.132,
8/23/2013 12:00 AM,0.033,#N/A,0.124,0.130,
8/23/2013 2:00 AM,0.033,#N/A,0.122,0.130,
8/23/2013 4:00 AM,0.032,#N/A,0.121,0.130,
8/23/2013 6:00 AM,0.031,#N/A,0.120,0.130,
8/23/2013 8:00 AM,0.031,#N/A,0.120,0.130,
8/23/2013 10:00 AM,0.032,#N/A,0.120,0.127,
8/23/2013 12:00 PM,0.038,#N/A,0.124,0.126,
8/23/2013 2:00 PM,0.039,#N/A,0.126,0.128,
8/23/2013 4:00 PM,0.041,#N/A,0.127,0.128,
8/23/2013 6:00 PM,0.040,#N/A,0.126,0.130,
8/23/2013 8:00 PM,0.036,#N/A,0.125,0.131,
8/23/2013 10:00 PM,0.032,#N/A,0.122,0.131,
8/24/2013 12:00 AM,0.027,#N/A,0.119,0.131,
8/24/2013 2:00 AM,0.026,#N/A,0.118,0.129,
8/24/2013 4:00 AM,0.025,#N/A,0.116,0.128,
8/24/2013 6:00 AM,0.024,#N/A,0.115,0.128,
8/24/2013 8:00 AM,0.023,#N/A,0.115,0.126,
8/24/2013 10:00 AM,0.032,#N/A,0.120,0.124,
8/24/2013 12:00 PM,0.040,#N/A,0.123,0.126,
8/24/2013 2:00 PM,0.042,#N/A,0.127,0.127,
8/24/2013 4:00 PM,0.103,#N/A,0.155,0.139,
8/24/2013 6:00 PM,0.106,#N/A,0.162,0.175,
8/24/2013 8:00 PM,0.099,#N/A,0.155,0.173,
8/24/2013 10:00 PM,0.095,#N/A,0.150,0.172,
8/25/2013 12:00 AM,0.093,#N/A,0.147,0.170,
8/25/2013 2:00 AM,0.089,#N/A,0.144,0.170,
8/25/2013 4:00 AM,0.087,#N/A,0.142,0.169,
8/25/2013 6:00 AM,0.086,#N/A,0.141,0.168,
8/25/2013 8:00 AM,0.085,#N/A,0.140,0.166,
8/25/2013 10:00 AM,0.089,#N/A,0.140,0.160,
8/25/2013 12:00 PM,0.093,#N/A,0.140,0.158,
8/25/2013 2:00 PM,0.093,#N/A,0.143,0.158,
8/25/2013 4:00 PM,0.090,#N/A,0.145,0.158,
8/25/2013 6:00 PM,0.088,#N/A,0.145,0.158,
8/25/2013 8:00 PM,0.086,#N/A,0.143,0.159,
8/25/2013 10:00 PM,0.082,#N/A,0.142,0.163,
8/26/2013 12:00 AM,0.078,#N/A,0.139,0.163,
8/26/2013 2:00 AM,0.077,#N/A,0.138,0.161,
8/26/2013 4:00 AM,0.076,#N/A,0.138,0.158,
8/26/2013 6:00 AM,0.074,#N/A,0.136,0.159,
8/26/2013 8:00 AM,0.074,#N/A,0.135,0.159,
8/26/2013 10:00 AM,0.075,#N/A,0.135,0.156,
8/26/2013 12:00 PM,0.078,#N/A,0.137,0.155,
8/26/2013 2:00 PM,0.081,#N/A,0.140,0.156,
8/26/2013 4:00 PM,0.082,#N/A,0.141,0.156,
8/26/2013 6:00 PM,0.083,#N/A,0.142,0.158,
8/26/2013 8:00 PM,0.082,#N/A,0.141,0.161,
8/26/2013 10:00 PM,0.078,#N/A,0.139,0.162,
8/27/2013 12:00 AM,0.075,#N/A,0.136,0.162,
8/27/2013 2:00 AM,0.074,#N/A,0.135,0.163,
8/27/2013 4:00 AM,0.071,#N/A,0.132,0.163,
8/27/2013 6:00 AM,0.069,#N/A,0.130,0.162,
8/27/2013 8:00 AM,0.066,#N/A,0.129,0.160,
8/27/2013 10:00 AM,0.070,#N/A,0.130,0.153,
8/27/2013 12:00 PM,0.074,#N/A,0.134,0.155,
8/27/2013 2:00 PM,0.078,#N/A,0.136,0.155,
8/27/2013 4:00 PM,0.079,#N/A,0.139,0.156,
8/27/2013 6:00 PM,0.087,#N/A,0.142,0.159,
8/27/2013 8:00 PM,0.078,#N/A,0.140,0.166,
8/27/2013 10:00 PM,0.075,#N/A,0.138,0.170,
8/28/2013 12:00 AM,0.074,#N/A,0.136,0.169,
8/28/2013 2:00 AM,0.073,#N/A,0.135,0.168,
8/28/2013 4:00 AM,0.072,#N/A,0.134,0.167,
8/28/2013 6:00 AM,0.070,#N/A,0.134,0.167,
8/28/2013 8:00 AM,0.069,#N/A,0.132,0.166,
8/28/2013 10:00 AM,0.074,#N/A,0.134,0.159,
8/28/2013 12:00 PM,0.080,#N/A,0.136,0.158,
8/28/2013 2:00 PM,0.083,#N/A,0.140,0.160,
8/28/2013 4:00 PM,0.082,#N/A,0.143,0.161,
8/28/2013 6:00 PM,0.082,#N/A,0.144,0.164,
8/28/2013 8:00 PM,0.078,#N/A,0.142,0.169,
8/28/2013 10:00 PM,0.074,#N/A,0.139,0.170,
8/29/2013 12:00 AM,0.070,#N/A,0.136,0.169,
8/29/2013 2:00 AM,0.069,#N/A,0.134,0.170,
8/29/2013 4:00 AM,0.066,#N/A,0.132,0.170,
8/29/2013 6:00 AM,0.065,#N/A,0.131,0.169,
8/29/2013 8:00 AM,0.065,#N/A,0.130,0.168,
8/29/2013 10:00 AM,0.070,#N/A,0.132,0.160,
8/29/2013 12:00 PM,0.078,#N/A,0.136,0.156,
8/29/2013 2:00 PM,0.082,#N/A,0.140,0.158,
8/29/2013 4:00 PM,0.082,#N/A,0.144,0.161,
8/29/2013 6:00 PM,0.081,#N/A,0.145,0.164,
8/29/2013 8:00 PM,0.078,#N/A,0.143,0.167,
8/29/2013 10:00 PM,0.073,#N/A,0.140,0.174,
8/30/2013 12:00 AM,0.069,#N/A,0.138,0.175,
8/30/2013 2:00 AM,0.068,#N/A,0.135,0.173,
8/30/2013 4:00 AM,0.066,#N/A,0.134,0.173,
