,RH_mean,Temp_mean,RH_max,Temp_max,RH_min,Temp_min,RH_sd,Temp_sd,Datetime,site,soil_type,monitor_station,treatment,habitat
145,71.68342857142855,18.900452380952384,109.83,37.568000000000005,17.477999999999998,1.5290000000000001,24.113748340549666,10.984637181530946,2013-04-30 00:00:00,H,2,M1,C,P
146,71.38635483870968,20.87227419354839,114.344,47.038000000000004,24.895,2.5340000000000003,23.999415462541553,11.200696111334553,2013-05-31 00:00:00,H,2,M1,C,P
147,25.001994444444442,30.531033333333355,69.319,57.483999999999995,8.498,8.556000000000001,11.127986288290051,13.826620163241111,2013-06-30 00:00:00,H,2,M1,C,P
148,27.399564516129026,34.07049462365595,101.35700000000001,57.483999999999995,7.095,17.076,18.674884740586577,12.668405739091227,2013-07-31 00:00:00,H,2,M1,C,P
149,30.043188172043013,30.86431182795703,107.056,54.004,4.274,13.068,26.80985415329887,11.881678855328227,2013-08-31 00:00:00,H,2,M1,C,P
150,93.01112222222217,20.509661111111107,114.344,43.052,27.551,4.04,16.894995008656423,8.203466132922708,2013-09-30 00:00:00,H,2,M1,C,P
151,93.9184233576643,10.47284671532847,114.344,31.578000000000003,45.523,0.525,17.268006655339473,7.132795977334008,2013-10-31 00:00:00,H,2,M1,C,P
152,79.67504761904763,17.524095238095242,109.148,33.135999999999996,18.059,2.5980000000000003,22.285728258185177,8.57531382575708,2013-04-30 00:00:00,H,2,M2,C,P
153,77.09701612903226,19.877317204301086,110.98,45.104,35.575,3.602,19.99135808927928,9.207478156451964,2013-05-31 00:00:00,H,2,M2,C,P
154,29.673183333333352,29.99525555555555,93.523,57.04600000000001,10.017000000000001,9.12,15.417305809702537,12.43936876558782,2013-06-30 00:00:00,H,2,M2,C,P
155,27.954752688172068,33.54329032258062,103.01,57.04600000000001,5.545,17.637999999999998,21.163970098696176,11.17863960497705,2013-07-31 00:00:00,H,2,M2,C,P
156,33.95919892473119,30.665790322580637,106.821,54.063,6.294,13.13,31.672586837715777,11.031087509256722,2013-08-31 00:00:00,H,2,M2,C,P
157,99.5632388888889,19.118761111111105,113.23100000000001,41.118,35.575,4.104,12.605517906948233,6.8287930482396835,2013-09-30 00:00:00,H,2,M2,C,P
158,103.52754014598544,8.576335766423362,115.876,24.643,72.138,0.589,8.69711865827402,5.024648217533386,2013-10-31 00:00:00,H,2,M2,C,P
159,88.81894791666673,8.456843749999997,109.475,21.114,36.994,-4.463,15.294835071369778,6.581253402183365,2013-11-30 00:00:00,J,1,M1,H,C
160,97.81139784946238,3.5792795698924755,108.15799999999999,17.611,75.469,-8.486,8.107904475683597,5.697345886326825,2013-12-31 00:00:00,J,1,M1,H,C
161,72.51676881720431,4.28233870967742,99.947,19.112000000000002,52.817,-8.988999999999999,10.673103318574816,6.825040233783516,2014-01-31 00:00:00,J,1,M1,H,C
162,53.45084523809524,11.367589285714283,72.145,27.115,37.647,-2.955,9.466584498736191,7.500378116879979,2014-02-28 00:00:00,J,1,M1,H,C
163,88.68538461538462,12.78235384615385,109.911,26.615,42.168,0.059000000000000004,18.299611986743894,7.015984825807522,2014-03-31 00:00:00,J,1,M1,H,C
164,87.20304166666664,8.968333333333339,110.54299999999999,26.644000000000002,37.473,-5.444,15.967768447665097,7.53236425687483,2013-11-30 00:00:00,J,1,M1,H,C
165,99.21767741935484,4.110887096774194,110.54299999999999,22.144000000000002,74.291,-9.469,7.5516661682703505,7.238171387196299,2013-12-31 00:00:00,J,1,M1,H,C
166,72.98317741935479,5.080032258064514,104.01799999999999,25.645,51.247,-9.469,13.272706182266862,8.80656237310486,2014-01-31 00:00:00,J,1,M1,H,C
167,47.89107738095234,12.199672619047625,68.211,36.633,31.613000000000003,-3.9360000000000004,10.415923132711557,9.861467006228557,2014-02-28 00:00:00,J,1,M1,H,C
168,82.70169230769228,14.270369230769228,110.54299999999999,37.63,36.181999999999995,-0.418,22.134075217102538,9.780083655012291,2014-03-31 00:00:00,J,1,M1,H,C
169,89.11919791666668,8.797802083333334,114.81200000000001,30.076,38.001,-5.98,20.403009766940958,8.234088419324797,2013-11-30 00:00:00,J,1,M1,H,C
170,103.86588172043008,3.385139784946234,116.895,22.578000000000003,76.667,-11.503,10.262032503859459,7.4462056524240845,2013-12-31 00:00:00,J,1,M1,H,C
171,70.88677419354835,4.533596774193548,106.21799999999999,27.078000000000003,47.989,-11.001,14.637143713487278,9.663011683387682,2014-01-31 00:00:00,J,1,M1,H,C
172,45.57249999999996,11.938970238095235,67.006,38.566,27.693,-4.977,11.230057953577898,10.660705389714828,2014-02-28 00:00:00,J,1,M1,H,C
173,85.13667692307692,14.118476923076923,114.287,40.063,33.623000000000005,-0.963,23.607223687297836,10.355265591577812,2014-03-31 00:00:00,J,1,M1,H,C
174,88.04747916666666,8.707708333333331,106.979,20.614,37.554,-4.463,14.657197317344338,6.476319675989918,2013-11-30 00:00:00,J,1,M2,H,C
175,97.93985483870966,3.903430107526882,107.399,17.611,80.551,-8.486,6.996469856226662,5.404810068714019,2013-12-31 00:00:00,J,1,M2,H,C
176,72.24836021505378,4.727978494623657,98.194,19.112000000000002,52.757,-8.988999999999999,9.97409367903601,6.461382464371411,2014-01-31 00:00:00,J,1,M2,H,C
177,52.98080952380949,11.457357142857147,71.402,26.615,36.898,-3.458,9.64132573061132,7.290008612634418,2014-02-28 00:00:00,J,1,M2,H,C
178,91.2873692307692,12.404707692307696,107.399,27.614,42.738,0.059000000000000004,17.74512610247644,6.903466298088671,2014-03-31 00:00:00,J,1,M2,H,C
179,84.29713541666669,9.450979166666663,109.96700000000001,28.639,36.164,-5.965,18.509260308584455,8.045945311612321,2013-11-30 00:00:00,J,1,M2,H,C
180,98.2190752688172,4.658446236559143,110.868,23.641,69.08800000000001,-10.498,9.165708635686915,7.907088613069399,2013-12-31 00:00:00,J,1,M2,H,C
181,68.0208333333333,5.699956989247313,101.59200000000001,28.139,46.992,-10.498,13.350388051417116,9.64524265920235,2014-01-31 00:00:00,J,1,M2,H,C
182,44.96897023809521,12.603119047619046,65.642,38.619,30.258000000000003,-4.958,10.011938997822414,10.412478811105975,2014-02-28 00:00:00,J,1,M2,H,C
183,82.38261538461536,14.371276923076925,110.419,38.619,35.513000000000005,-1.436,22.83139626950982,10.077235791791585,2014-03-31 00:00:00,J,1,M2,H,C
184,86.31822916666668,9.591656249999998,115.90700000000001,32.166,36.397,-5.428,19.922156226821286,8.476038140829866,2013-11-30 00:00:00,J,1,M2,H,C
185,99.09952150537627,4.814419354838714,115.461,23.671999999999997,72.03,-10.968,8.837478574129744,8.102282078022183,2013-12-31 00:00:00,J,1,M2,H,C
