J1M2,Port 1,Port 2,Port 3,Port 4,Port 5
3/18/2014 4:00 PM,0.062,0.095,0.078,0.068,#N/A
3/18/2014 6:00 PM,0.058,0.093,0.075,0.066,#N/A
3/18/2014 8:00 PM,0.051,0.087,0.069,0.064,#N/A
3/18/2014 10:00 PM,0.043,0.081,0.060,0.058,#N/A
3/19/2014 12:00 AM,0.038,0.076,0.054,0.054,#N/A
3/19/2014 2:00 AM,0.034,0.074,0.050,0.051,#N/A
3/19/2014 4:00 AM,0.032,0.072,0.048,0.050,#N/A
3/19/2014 6:00 AM,0.030,0.069,0.045,0.048,#N/A
3/19/2014 8:00 AM,0.029,0.069,0.044,0.047,#N/A
3/19/2014 10:00 AM,0.035,0.073,0.055,0.052,#N/A
3/19/2014 12:00 PM,0.045,0.082,0.068,0.058,#N/A
3/19/2014 2:00 PM,0.055,0.088,0.075,0.062,#N/A
3/19/2014 4:00 PM,0.060,0.093,0.078,0.064,#N/A
3/19/2014 6:00 PM,0.058,0.092,0.076,0.063,#N/A
3/19/2014 8:00 PM,0.049,0.084,0.067,0.059,#N/A
3/19/2014 10:00 PM,0.040,0.077,0.058,0.054,#N/A
3/20/2014 12:00 AM,0.035,0.073,0.052,0.051,#N/A
3/20/2014 2:00 AM,0.031,0.069,0.049,0.049,#N/A
3/20/2014 4:00 AM,0.029,0.067,0.045,0.046,#N/A
3/20/2014 6:00 AM,0.027,0.065,0.043,0.045,#N/A
3/20/2014 8:00 AM,0.025,0.064,0.042,0.043,#N/A
3/20/2014 10:00 AM,0.032,0.070,0.055,0.050,#N/A
3/20/2014 12:00 PM,0.044,0.081,0.069,0.058,#N/A
3/20/2014 2:00 PM,0.054,0.088,0.075,0.063,#N/A
3/20/2014 4:00 PM,0.058,0.093,0.077,0.064,#N/A
3/20/2014 6:00 PM,0.054,0.090,0.074,0.063,#N/A
3/20/2014 8:00 PM,0.047,0.085,0.067,0.059,#N/A
3/20/2014 10:00 PM,0.041,0.080,0.060,0.056,#N/A
3/21/2014 12:00 AM,0.038,0.078,0.057,0.053,#N/A
3/21/2014 2:00 AM,0.035,0.075,0.054,0.051,#N/A
3/21/2014 4:00 AM,0.034,0.074,0.053,0.051,#N/A
3/21/2014 6:00 AM,0.032,0.073,0.052,0.050,#N/A
3/21/2014 8:00 AM,0.031,0.072,0.051,0.049,#N/A
3/21/2014 10:00 AM,0.037,0.076,0.059,0.053,#N/A
3/21/2014 12:00 PM,0.047,0.084,0.072,0.060,#N/A
3/21/2014 2:00 PM,0.054,0.089,0.075,0.063,#N/A
3/21/2014 4:00 PM,0.057,0.091,0.075,0.064,#N/A
3/21/2014 6:00 PM,0.054,0.089,0.072,0.064,#N/A
3/21/2014 8:00 PM,0.047,0.084,0.066,0.060,#N/A
3/21/2014 10:00 PM,0.039,0.077,0.057,0.054,#N/A
3/22/2014 12:00 AM,0.034,0.073,0.052,0.051,#N/A
3/22/2014 2:00 AM,0.032,0.070,0.051,0.050,#N/A
3/22/2014 4:00 AM,0.030,0.069,0.049,0.049,#N/A
3/22/2014 6:00 AM,0.030,0.069,0.048,0.048,#N/A
3/22/2014 8:00 AM,0.028,0.067,0.045,0.046,#N/A
3/22/2014 10:00 AM,0.032,0.070,0.053,0.050,#N/A
3/22/2014 12:00 PM,0.042,0.080,0.066,0.057,#N/A
3/22/2014 2:00 PM,0.051,0.086,0.072,0.061,#N/A
3/22/2014 4:00 PM,0.054,0.089,0.074,0.063,#N/A
3/22/2014 6:00 PM,0.052,0.089,0.071,0.062,#N/A
3/22/2014 8:00 PM,0.045,0.082,0.064,0.059,#N/A
3/22/2014 10:00 PM,0.036,0.074,0.054,0.052,#N/A
3/23/2014 12:00 AM,0.030,0.069,0.048,0.048,#N/A
3/23/2014 2:00 AM,0.028,0.067,0.044,0.045,#N/A
3/23/2014 4:00 AM,0.025,0.065,0.042,0.043,#N/A
3/23/2014 6:00 AM,0.023,0.063,0.039,0.042,#N/A
3/23/2014 8:00 AM,0.021,0.062,0.039,0.042,#N/A
3/23/2014 10:00 AM,0.030,0.069,0.053,0.049,#N/A
3/23/2014 12:00 PM,0.038,0.076,0.063,0.054,#N/A
3/23/2014 2:00 PM,0.050,0.085,0.071,0.058,#N/A
3/23/2014 4:00 PM,0.055,0.089,0.074,0.061,#N/A
3/23/2014 6:00 PM,0.049,0.086,0.069,0.058,#N/A
3/23/2014 8:00 PM,0.042,0.079,0.064,0.055,#N/A
3/23/2014 10:00 PM,0.035,0.074,0.056,0.051,#N/A
3/24/2014 12:00 AM,0.030,0.070,0.051,0.048,#N/A
3/24/2014 2:00 AM,0.027,0.067,0.047,0.045,#N/A
3/24/2014 4:00 AM,0.024,0.064,0.043,0.043,#N/A
3/24/2014 6:00 AM,0.022,0.063,0.041,0.041,#N/A
3/24/2014 8:00 AM,0.021,0.062,0.041,0.041,#N/A
3/24/2014 10:00 AM,0.029,0.069,0.055,0.048,#N/A
3/24/2014 12:00 PM,0.040,0.078,0.068,0.055,#N/A
3/24/2014 2:00 PM,0.053,0.087,0.076,0.060,#N/A
3/24/2014 4:00 PM,0.056,0.090,0.076,0.061,#N/A
3/24/2014 6:00 PM,0.051,0.086,0.072,0.059,#N/A
3/24/2014 8:00 PM,0.042,0.080,0.064,0.056,#N/A
3/24/2014 10:00 PM,0.035,0.074,0.056,0.051,#N/A
3/25/2014 12:00 AM,0.030,0.069,0.050,0.047,#N/A
3/25/2014 2:00 AM,0.027,0.066,0.046,0.044,#N/A
3/25/2014 4:00 AM,0.025,0.064,0.044,0.043,#N/A
3/25/2014 6:00 AM,0.025,0.064,0.046,0.044,#N/A
3/25/2014 8:00 AM,0.023,0.063,0.042,0.042,#N/A
3/25/2014 10:00 AM,0.030,0.069,0.056,0.049,#N/A
3/25/2014 12:00 PM,0.039,0.077,0.066,0.055,#N/A
3/25/2014 2:00 PM,0.046,0.082,0.070,0.058,#N/A
3/25/2014 4:00 PM,0.049,0.085,0.072,0.059,#N/A
3/25/2014 6:00 PM,0.047,0.083,0.069,0.058,#N/A
3/25/2014 8:00 PM,0.041,0.077,0.064,0.055,#N/A
3/25/2014 10:00 PM,0.036,0.074,0.061,0.052,#N/A
3/26/2014 12:00 AM,0.036,0.075,0.060,0.051,#N/A
3/26/2014 2:00 AM,0.055,0.091,0.067,0.053,#N/A
3/26/2014 4:00 AM,0.057,0.093,0.066,0.051,#N/A
3/26/2014 6:00 AM,0.057,0.092,0.064,0.051,#N/A
3/26/2014 8:00 AM,0.057,0.092,0.064,0.051,#N/A
3/26/2014 10:00 AM,0.060,0.094,0.075,0.053,#N/A
3/26/2014 12:00 PM,0.066,0.098,0.081,0.058,#N/A
3/26/2014 2:00 PM,0.072,0.104,0.086,0.060,#N/A
3/26/2014 4:00 PM,0.076,0.107,0.089,0.063,#N/A
3/26/2014 6:00 PM,0.074,0.106,0.087,0.064,#N/A
3/26/2014 8:00 PM,0.068,0.100,0.081,0.062,#N/A
3/26/2014 10:00 PM,0.062,0.096,0.076,0.060,#N/A
3/27/2014 12:00 AM,0.058,0.093,0.074,0.058,#N/A
3/27/2014 2:00 AM,0.057,0.092,0.072,0.058,#N/A
3/27/2014 4:00 AM,0.054,0.090,0.069,0.056,#N/A
3/27/2014 6:00 AM,0.051,0.087,0.066,0.053,#N/A
3/27/2014 8:00 AM,0.049,0.084,0.062,0.051,#N/A
3/27/2014 10:00 AM,0.053,0.087,0.073,0.057,#N/A
3/27/2014 12:00 PM,0.059,0.094,0.078,0.059,#N/A
3/27/2014 2:00 PM,0.065,0.099,0.082,0.062,#N/A
3/27/2014 4:00 PM,0.069,0.101,0.084,0.064,#N/A
3/27/2014 6:00 PM,0.067,0.100,0.082,0.063,#N/A
3/27/2014 8:00 PM,0.062,0.095,0.076,0.061,#N/A
3/27/2014 10:00 PM,0.055,0.089,0.069,0.057,#N/A
3/28/2014 12:00 AM,0.051,0.087,0.065,0.054,#N/A
3/28/2014 2:00 AM,0.050,0.086,0.064,0.053,#N/A
3/28/2014 4:00 AM,0.048,0.083,0.061,0.051,#N/A
3/28/2014 6:00 AM,0.045,0.082,0.059,0.051,#N/A
3/28/2014 8:00 AM,0.043,0.080,0.057,0.049,#N/A
3/28/2014 10:00 AM,0.049,0.084,0.068,0.054,#N/A
3/28/2014 12:00 PM,0.056,0.090,0.075,0.058,#N/A
3/28/2014 2:00 PM,0.065,0.096,0.081,0.062,#N/A
3/28/2014 4:00 PM,0.069,0.101,0.083,0.064,#N/A
3/28/2014 6:00 PM,0.069,0.101,0.082,0.063,#N/A
3/28/2014 8:00 PM,0.061,0.094,0.074,0.060,#N/A
3/28/2014 10:00 PM,0.051,0.086,0.065,0.055,#N/A
3/29/2014 12:00 AM,0.047,0.083,0.062,0.052,#N/A
3/29/2014 2:00 AM,0.043,0.080,0.057,0.049,#N/A
3/29/2014 4:00 AM,0.040,0.078,0.052,0.046,#N/A
3/29/2014 6:00 AM,0.037,0.075,0.049,0.044,#N/A
3/29/2014 8:00 AM,0.035,0.074,0.048,0.042,#N/A
3/29/2014 10:00 AM,0.043,0.079,0.064,0.051,#N/A
3/29/2014 12:00 PM,0.052,0.087,0.077,0.058,#N/A
3/29/2014 2:00 PM,0.062,0.095,0.082,0.062,#N/A
3/29/2014 4:00 PM,0.066,0.099,0.084,0.064,#N/A
3/29/2014 6:00 PM,0.063,0.097,0.082,0.062,#N/A
3/29/2014 8:00 PM,0.056,0.091,0.074,0.059,#N/A
3/29/2014 10:00 PM,0.046,0.083,0.064,0.053,#N/A
3/30/2014 12:00 AM,0.042,0.080,0.061,0.051,#N/A
3/30/2014 2:00 AM,0.039,0.077,0.057,0.049,#N/A
3/30/2014 4:00 AM,0.036,0.074,0.053,0.046,#N/A
3/30/2014 6:00 AM,0.033,0.073,0.051,0.044,#N/A
3/30/2014 8:00 AM,0.032,0.072,0.051,0.044,#N/A
3/30/2014 10:00 AM,0.040,0.078,0.063,0.051,#N/A
3/30/2014 12:00 PM,0.048,0.086,0.071,0.057,#N/A
3/30/2014 2:00 PM,0.055,0.090,0.077,0.060,#N/A
3/30/2014 4:00 PM,0.058,0.093,0.078,0.062,#N/A
3/30/2014 6:00 PM,0.057,0.093,0.076,0.063,#N/A
3/30/2014 8:00 PM,0.051,0.088,0.071,0.060,#N/A
3/30/2014 10:00 PM,0.046,0.082,0.064,0.055,#N/A
3/31/2014 12:00 AM,0.042,0.079,0.062,0.052,#N/A
3/31/2014 2:00 AM,0.040,0.077,0.058,0.051,#N/A
3/31/2014 4:00 AM,0.035,0.074,0.053,0.048,#N/A
3/31/2014 6:00 AM,0.032,0.071,0.050,0.045,#N/A
3/31/2014 8:00 AM,0.031,0.069,0.050,0.044,#N/A
3/31/2014 10:00 AM,0.038,0.076,0.063,0.051,#N/A
3/31/2014 12:00 PM,0.046,0.084,0.072,0.057,#N/A
3/31/2014 2:00 PM,0.054,0.089,0.075,0.060,#N/A
3/31/2014 4:00 PM,0.057,0.092,0.076,0.061,#N/A
3/31/2014 6:00 PM,0.056,0.091,0.074,0.060,#N/A
3/31/2014 8:00 PM,0.049,0.086,0.068,0.058,#N/A
3/31/2014 10:00 PM,0.040,0.077,0.057,0.051,#N/A
4/1/2014 12:00 AM,0.034,0.073,0.052,0.047,#N/A
4/1/2014 2:00 AM,0.031,0.070,0.049,0.045,#N/A
4/1/2014 4:00 AM,0.030,0.069,0.048,0.043,#N/A
4/1/2014 6:00 AM,0.028,0.067,0.044,0.042,#N/A
4/1/2014 8:00 AM,0.028,0.066,0.045,0.042,#N/A
4/1/2014 10:00 AM,0.036,0.074,0.060,0.051,#N/A
4/1/2014 12:00 PM,0.043,0.082,0.069,0.056,#N/A
4/1/2014 2:00 PM,0.051,0.086,0.073,0.058,#N/A
4/1/2014 4:00 PM,0.054,0.089,0.074,0.060,#N/A
4/1/2014 6:00 PM,0.051,0.087,0.071,0.058,#N/A
4/1/2014 8:00 PM,0.046,0.083,0.065,0.057,#N/A
4/1/2014 10:00 PM,0.040,0.078,0.059,0.053,#N/A
4/2/2014 12:00 AM,0.036,0.074,0.055,0.050,#N/A
4/2/2014 2:00 AM,0.034,0.073,0.054,0.049,#N/A
4/2/2014 4:00 AM,0.031,0.070,0.051,0.047,#N/A
4/2/2014 6:00 AM,0.027,0.066,0.044,0.042,#N/A
4/2/2014 8:00 AM,0.027,0.066,0.046,0.042,#N/A
4/2/2014 10:00 AM,0.034,0.074,0.059,0.051,#N/A
4/2/2014 12:00 PM,0.041,0.080,0.068,0.054,#N/A
4/2/2014 2:00 PM,0.049,0.086,0.073,0.057,#N/A
4/2/2014 4:00 PM,0.051,0.089,0.074,0.058,#N/A
4/2/2014 6:00 PM,0.049,0.087,0.071,0.057,#N/A
4/2/2014 8:00 PM,0.042,0.082,0.065,0.053,#N/A
4/2/2014 10:00 PM,0.037,0.077,0.058,0.050,#N/A
4/3/2014 12:00 AM,0.034,0.074,0.054,0.047,#N/A
4/3/2014 2:00 AM,0.030,0.071,0.050,0.044,#N/A
4/3/2014 4:00 AM,0.026,0.066,0.043,0.042,#N/A
4/3/2014 6:00 AM,0.023,0.064,0.042,0.040,#N/A
4/3/2014 8:00 AM,0.023,0.064,0.042,0.040,#N/A
4/3/2014 10:00 AM,0.030,0.069,0.052,0.044,#N/A
4/3/2014 12:00 PM,0.036,0.075,0.062,0.048,#N/A
4/3/2014 2:00 PM,0.047,0.082,0.068,0.052,#N/A
4/3/2014 4:00 PM,0.051,0.086,0.069,0.054,#N/A
4/3/2014 6:00 PM,0.051,0.086,0.069,0.053,#N/A
4/3/2014 8:00 PM,0.042,0.079,0.061,0.051,#N/A
4/3/2014 10:00 PM,0.032,0.069,0.049,0.044,#N/A
4/4/2014 12:00 AM,0.027,0.065,0.043,0.041,#N/A
4/4/2014 2:00 AM,0.023,0.062,0.040,0.038,#N/A
4/4/2014 4:00 AM,0.020,0.059,0.036,0.035,#N/A
4/4/2014 6:00 AM,0.017,0.056,0.033,0.033,#N/A
4/4/2014 8:00 AM,0.018,0.057,0.034,0.033,#N/A
4/4/2014 10:00 AM,0.028,0.065,0.051,0.043,#N/A
4/4/2014 12:00 PM,0.035,0.074,0.062,0.049,#N/A
4/4/2014 2:00 PM,0.045,0.081,0.068,0.053,#N/A
4/4/2014 4:00 PM,0.048,0.084,0.069,0.055,#N/A
4/4/2014 6:00 PM,0.045,0.082,0.066,0.052,#N/A
4/4/2014 8:00 PM,0.039,0.076,0.060,0.050,#N/A
4/4/2014 10:00 PM,0.033,0.071,0.055,0.047,#N/A
4/5/2014 12:00 AM,0.031,0.069,0.053,0.045,#N/A
4/5/2014 2:00 AM,0.030,0.068,0.051,0.044,#N/A
4/5/2014 4:00 AM,0.027,0.065,0.046,0.042,#N/A
4/5/2014 6:00 AM,0.024,0.063,0.043,0.040,#N/A
4/5/2014 8:00 AM,0.023,0.062,0.042,0.039,#N/A
4/5/2014 10:00 AM,0.028,0.066,0.051,0.043,#N/A
4/5/2014 12:00 PM,0.037,0.076,0.063,0.050,#N/A
4/5/2014 2:00 PM,0.044,0.082,0.067,0.053,#N/A
4/5/2014 4:00 PM,0.047,0.084,0.068,0.055,#N/A
4/5/2014 6:00 PM,0.045,0.082,0.065,0.053,#N/A
4/5/2014 8:00 PM,0.039,0.077,0.058,0.051,#N/A
4/5/2014 10:00 PM,0.032,0.070,0.051,0.046,#N/A
4/6/2014 12:00 AM,0.028,0.067,0.046,0.042,#N/A
4/6/2014 2:00 AM,0.026,0.065,0.044,0.042,#N/A
4/6/2014 4:00 AM,0.023,0.062,0.041,0.039,#N/A
4/6/2014 6:00 AM,0.021,0.059,0.038,0.038,#N/A
4/6/2014 8:00 AM,0.020,0.058,0.037,0.036,#N/A
4/6/2014 10:00 AM,0.028,0.066,0.051,0.044,#N/A
4/6/2014 12:00 PM,0.035,0.075,0.064,0.049,#N/A
4/6/2014 2:00 PM,0.045,0.082,0.068,0.053,#N/A
4/6/2014 4:00 PM,0.050,0.085,0.068,0.055,#N/A
4/6/2014 6:00 PM,0.045,0.081,0.064,0.053,#N/A
4/6/2014 8:00 PM,0.039,0.075,0.057,0.050,#N/A
4/6/2014 10:00 PM,0.035,0.071,0.052,0.048,#N/A
4/7/2014 12:00 AM,0.030,0.068,0.047,0.044,#N/A
4/7/2014 2:00 AM,0.026,0.064,0.042,0.042,#N/A
4/7/2014 4:00 AM,0.022,0.060,0.037,0.038,#N/A
4/7/2014 6:00 AM,0.019,0.057,0.033,0.036,#N/A
4/7/2014 8:00 AM,0.019,0.056,0.033,0.035,#N/A
4/7/2014 10:00 AM,0.028,0.065,0.050,0.043,#N/A
4/7/2014 12:00 PM,0.034,0.073,0.058,0.048,#N/A
4/7/2014 2:00 PM,0.042,0.079,0.064,0.052,#N/A
4/7/2014 4:00 PM,0.048,0.083,0.067,0.055,#N/A
4/7/2014 6:00 PM,0.049,0.084,0.068,0.054,#N/A
4/7/2014 8:00 PM,0.042,0.078,0.060,0.052,#N/A
4/7/2014 10:00 PM,0.031,0.068,0.049,0.044,#N/A
4/8/2014 12:00 AM,0.026,0.063,0.042,0.041,#N/A
4/8/2014 2:00 AM,0.023,0.060,0.039,0.038,#N/A
4/8/2014 4:00 AM,0.020,0.058,0.036,0.036,#N/A
4/8/2014 6:00 AM,0.017,0.055,0.033,0.034,#N/A
4/8/2014 8:00 AM,0.018,0.055,0.035,0.034,#N/A
4/8/2014 10:00 AM,0.029,0.065,0.052,0.043,#N/A
4/8/2014 12:00 PM,0.037,0.075,0.065,0.051,#N/A
4/8/2014 2:00 PM,0.050,0.083,0.070,0.056,#N/A
4/8/2014 4:00 PM,0.055,0.087,0.073,0.058,#N/A
4/8/2014 6:00 PM,0.053,0.086,0.071,0.056,#N/A
4/8/2014 8:00 PM,0.044,0.079,0.063,0.054,#N/A
4/8/2014 10:00 PM,0.034,0.070,0.051,0.047,#N/A
4/9/2014 12:00 AM,0.030,0.066,0.047,0.043,#N/A
4/9/2014 2:00 AM,0.026,0.064,0.043,0.042,#N/A
4/9/2014 4:00 AM,0.024,0.060,0.041,0.040,#N/A
4/9/2014 6:00 AM,0.021,0.058,0.038,0.037,#N/A
4/9/2014 8:00 AM,0.021,0.058,0.038,0.037,#N/A
4/9/2014 10:00 AM,0.030,0.068,0.056,0.046,#N/A
4/9/2014 12:00 PM,0.039,0.077,0.068,0.052,#N/A
4/9/2014 2:00 PM,0.051,0.085,0.073,0.058,#N/A
4/9/2014 4:00 PM,0.056,0.088,0.074,0.059,#N/A
4/9/2014 6:00 PM,0.053,0.086,0.072,0.058,#N/A
4/9/2014 8:00 PM,0.044,0.079,0.064,0.054,#N/A
4/9/2014 10:00 PM,0.034,0.071,0.053,0.048,#N/A
4/10/2014 12:00 AM,0.029,0.066,0.047,0.043,#N/A
4/10/2014 2:00 AM,0.025,0.062,0.042,0.041,#N/A
4/10/2014 4:00 AM,0.022,0.059,0.040,0.039,#N/A
4/10/2014 6:00 AM,0.019,0.057,0.036,0.036,#N/A
4/10/2014 8:00 AM,0.019,0.057,0.036,0.036,#N/A
4/10/2014 10:00 AM,0.027,0.064,0.048,0.042,#N/A
4/10/2014 12:00 PM,0.035,0.073,0.058,0.048,#N/A
4/10/2014 2:00 PM,0.050,0.082,0.071,0.056,#N/A
4/10/2014 4:00 PM,0.054,0.086,0.074,0.058,#N/A
4/10/2014 6:00 PM,0.053,0.086,0.071,0.058,#N/A
4/10/2014 8:00 PM,0.043,0.079,0.062,0.055,#N/A
4/10/2014 10:00 PM,0.036,0.072,0.054,0.050,#N/A
4/11/2014 12:00 AM,0.030,0.066,0.047,0.044,#N/A
4/11/2014 2:00 AM,0.024,0.061,0.041,0.041,#N/A
4/11/2014 4:00 AM,0.022,0.059,0.038,0.039,#N/A
4/11/2014 6:00 AM,0.018,0.056,0.034,0.036,#N/A
4/11/2014 8:00 AM,0.017,0.055,0.034,0.035,#N/A
4/11/2014 10:00 AM,0.028,0.065,0.051,0.043,#N/A
4/11/2014 12:00 PM,0.037,0.076,0.067,0.052,#N/A
4/11/2014 2:00 PM,0.050,0.083,0.072,0.058,#N/A
4/11/2014 4:00 PM,0.049,0.082,0.069,0.057,#N/A
4/11/2014 6:00 PM,0.047,0.081,0.067,0.056,#N/A
4/11/2014 8:00 PM,0.041,0.076,0.060,0.053,#N/A
4/11/2014 10:00 PM,0.033,0.069,0.052,0.048,#N/A
4/12/2014 12:00 AM,0.030,0.065,0.049,0.045,#N/A
4/12/2014 2:00 AM,0.028,0.064,0.047,0.043,#N/A
4/12/2014 4:00 AM,0.027,0.063,0.046,0.042,#N/A
4/12/2014 6:00 AM,0.026,0.063,0.046,0.042,#N/A
4/12/2014 8:00 AM,0.026,0.063,0.046,0.042,#N/A
4/12/2014 10:00 AM,0.030,0.067,0.052,0.046,#N/A
4/12/2014 12:00 PM,0.038,0.074,0.062,0.051,#N/A
4/12/2014 2:00 PM,0.044,0.079,0.067,0.055,#N/A
4/12/2014 4:00 PM,0.043,0.079,0.066,0.055,#N/A
4/12/2014 6:00 PM,0.042,0.079,0.067,0.055,#N/A
4/12/2014 8:00 PM,0.036,0.074,0.060,0.051,#N/A
4/12/2014 10:00 PM,0.031,0.070,0.056,0.049,#N/A
4/13/2014 12:00 AM,0.030,0.068,0.053,0.046,#N/A
4/13/2014 2:00 AM,0.028,0.065,0.050,0.045,#N/A
4/13/2014 4:00 AM,0.023,0.062,0.044,0.042,#N/A
4/13/2014 6:00 AM,0.019,0.058,0.041,0.039,#N/A
4/13/2014 8:00 AM,0.019,0.058,0.041,0.038,#N/A
4/13/2014 10:00 AM,0.029,0.067,0.056,0.046,#N/A
4/13/2014 12:00 PM,0.035,0.074,0.064,0.051,#N/A
4/13/2014 2:00 PM,0.044,0.080,0.069,0.054,#N/A
