J2M2,Port 1,Port 2,Port 3,Port 4,Port 5
11/19/2013 4:00 PM,0.056,0.020,0.037,0.012,#N/A
11/19/2013 6:00 PM,0.050,0.007,0.022,0.007,#N/A
11/19/2013 8:00 PM,0.044,-0.004,0.007,0.001,#N/A
11/19/2013 10:00 PM,0.043,-0.007,0.002,-0.002,#N/A
11/20/2013 12:00 AM,0.042,-0.009,-0.001,-0.004,#N/A
11/20/2013 2:00 AM,0.042,-0.007,0.001,-0.004,#N/A
11/20/2013 4:00 AM,0.042,-0.008,0.000,-0.005,#N/A
11/20/2013 6:00 AM,0.042,-0.009,-0.001,-0.005,#N/A
11/20/2013 8:00 AM,0.042,-0.006,0.003,-0.004,#N/A
11/20/2013 10:00 AM,0.047,0.002,0.014,0.001,#N/A
11/20/2013 12:00 PM,0.051,0.009,0.023,0.004,#N/A
11/20/2013 2:00 PM,0.056,0.017,0.033,0.009,#N/A
11/20/2013 4:00 PM,0.055,0.015,0.034,0.009,#N/A
11/20/2013 6:00 PM,0.049,0.004,0.020,0.006,#N/A
11/20/2013 8:00 PM,0.047,-0.002,0.013,0.003,#N/A
11/20/2013 10:00 PM,0.043,-0.008,0.005,-0.001,#N/A
11/21/2013 12:00 AM,0.042,-0.009,0.002,-0.003,#N/A
11/21/2013 2:00 AM,0.042,-0.011,0.000,-0.004,#N/A
11/21/2013 4:00 AM,0.042,-0.011,-0.001,-0.005,#N/A
11/21/2013 6:00 AM,0.042,-0.012,-0.002,-0.006,#N/A
11/21/2013 8:00 AM,0.042,-0.012,0.000,-0.006,#N/A
11/21/2013 10:00 AM,0.049,0.008,0.023,0.002,#N/A
11/21/2013 12:00 PM,0.056,0.020,0.039,0.009,#N/A
11/21/2013 2:00 PM,0.059,0.021,0.042,0.012,#N/A
11/21/2013 4:00 PM,0.056,0.014,0.035,0.011,#N/A
11/21/2013 6:00 PM,0.051,0.004,0.024,0.008,#N/A
11/21/2013 8:00 PM,0.048,0.001,0.021,0.005,#N/A
11/21/2013 10:00 PM,0.046,-0.002,0.014,0.003,#N/A
11/22/2013 12:00 AM,0.046,-0.002,0.013,0.002,#N/A
11/22/2013 2:00 AM,0.047,-0.002,0.014,0.003,#N/A
11/22/2013 4:00 AM,0.046,-0.004,0.011,0.001,#N/A
11/22/2013 6:00 AM,0.045,-0.006,0.007,0.000,#N/A
11/22/2013 8:00 AM,0.044,-0.008,0.005,-0.001,#N/A
11/22/2013 10:00 AM,0.046,-0.002,0.011,0.000,#N/A
11/22/2013 12:00 PM,0.049,0.003,0.017,0.003,#N/A
11/22/2013 2:00 PM,0.047,-0.003,0.010,0.001,#N/A
11/22/2013 4:00 PM,0.045,-0.007,0.005,-0.001,#N/A
11/22/2013 6:00 PM,0.043,-0.010,0.001,-0.002,#N/A
11/22/2013 8:00 PM,0.042,-0.012,-0.002,-0.004,#N/A
11/22/2013 10:00 PM,0.042,-0.015,-0.004,-0.005,#N/A
11/23/2013 12:00 AM,0.042,-0.015,-0.004,-0.005,#N/A
11/23/2013 2:00 AM,0.042,-0.016,-0.005,-0.005,#N/A
11/23/2013 4:00 AM,0.042,-0.016,-0.005,-0.006,#N/A
11/23/2013 6:00 AM,0.042,-0.016,-0.005,-0.006,#N/A
11/23/2013 8:00 AM,0.042,-0.017,-0.004,-0.005,#N/A
11/23/2013 10:00 AM,0.042,-0.016,-0.004,-0.005,#N/A
11/23/2013 12:00 PM,0.046,-0.006,0.042,-0.002,#N/A
11/23/2013 2:00 PM,0.046,-0.006,0.019,-0.003,#N/A
11/23/2013 4:00 PM,0.044,-0.008,0.008,-0.003,#N/A
11/23/2013 6:00 PM,0.043,-0.010,0.001,-0.004,#N/A
11/23/2013 8:00 PM,0.043,-0.012,0.003,-0.004,#N/A
11/23/2013 10:00 PM,0.043,-0.010,0.007,-0.003,#N/A
11/24/2013 12:00 AM,0.046,0.010,0.021,-0.001,#N/A
11/24/2013 2:00 AM,0.051,0.036,0.032,-0.001,#N/A
11/24/2013 4:00 AM,0.057,0.047,0.042,-0.001,#N/A
11/24/2013 6:00 AM,0.063,0.054,0.056,-0.002,#N/A
11/24/2013 8:00 AM,0.068,0.061,0.074,-0.003,#N/A
11/24/2013 10:00 AM,0.078,0.075,0.105,-0.002,#N/A
11/24/2013 12:00 PM,0.108,0.118,0.149,-0.002,#N/A
11/24/2013 2:00 PM,0.148,0.165,0.160,-0.002,#N/A
11/24/2013 4:00 PM,0.158,0.168,0.154,0.212,#N/A
11/24/2013 6:00 PM,0.163,0.164,0.140,0.252,#N/A
11/24/2013 8:00 PM,0.162,0.165,0.132,0.234,#N/A
11/24/2013 10:00 PM,0.162,0.164,0.130,0.220,#N/A
11/25/2013 12:00 AM,0.161,0.162,0.129,0.211,#N/A
11/25/2013 2:00 AM,0.161,0.159,0.128,0.204,#N/A
11/25/2013 4:00 AM,0.160,0.156,0.126,0.198,#N/A
11/25/2013 6:00 AM,0.159,0.155,0.125,0.193,#N/A
11/25/2013 8:00 AM,0.159,0.152,0.124,0.189,#N/A
11/25/2013 10:00 AM,0.158,0.147,0.128,0.185,#N/A
11/25/2013 12:00 PM,0.157,0.143,0.130,0.184,#N/A
11/25/2013 2:00 PM,0.152,0.138,0.126,0.195,#N/A
11/25/2013 4:00 PM,0.148,0.132,0.123,0.191,#N/A
11/25/2013 6:00 PM,0.150,0.132,0.117,0.187,#N/A
11/25/2013 8:00 PM,0.150,0.132,0.113,0.186,#N/A
11/25/2013 10:00 PM,0.148,0.128,0.110,0.184,#N/A
11/26/2013 12:00 AM,0.145,0.120,0.108,0.182,#N/A
11/26/2013 2:00 AM,0.139,0.112,0.103,0.180,#N/A
11/26/2013 4:00 AM,0.132,0.105,0.097,0.178,#N/A
11/26/2013 6:00 AM,0.123,0.099,0.089,0.176,#N/A
11/26/2013 8:00 AM,0.114,0.094,0.086,0.174,#N/A
11/26/2013 10:00 AM,0.128,0.113,0.111,0.170,#N/A
11/26/2013 12:00 PM,0.140,0.120,0.115,0.165,#N/A
11/26/2013 2:00 PM,0.136,0.117,0.116,0.162,#N/A
11/26/2013 4:00 PM,0.135,0.115,0.115,0.160,#N/A
11/26/2013 6:00 PM,0.134,0.110,0.105,0.159,#N/A
11/26/2013 8:00 PM,0.135,0.108,0.099,0.158,#N/A
11/26/2013 10:00 PM,0.134,0.107,0.096,0.158,#N/A
11/27/2013 12:00 AM,0.133,0.105,0.093,0.157,#N/A
11/27/2013 2:00 AM,0.129,0.098,0.089,0.156,#N/A
11/27/2013 4:00 AM,0.124,0.093,0.085,0.155,#N/A
11/27/2013 6:00 AM,0.117,0.087,0.078,0.153,#N/A
11/27/2013 8:00 AM,0.109,0.083,0.075,0.152,#N/A
11/27/2013 10:00 AM,0.117,0.093,0.094,0.150,#N/A
11/27/2013 12:00 PM,0.130,0.102,0.101,0.146,#N/A
11/27/2013 2:00 PM,0.128,0.101,0.101,0.143,#N/A
11/27/2013 4:00 PM,0.128,0.099,0.098,0.141,#N/A
11/27/2013 6:00 PM,0.128,0.096,0.093,0.140,#N/A
11/27/2013 8:00 PM,0.128,0.094,0.087,0.140,#N/A
11/27/2013 10:00 PM,0.128,0.094,0.085,0.140,#N/A
11/28/2013 12:00 AM,0.125,0.090,0.081,0.140,#N/A
11/28/2013 2:00 AM,0.120,0.085,0.077,0.139,#N/A
11/28/2013 4:00 AM,0.114,0.080,0.073,0.138,#N/A
11/28/2013 6:00 AM,0.107,0.075,0.067,0.137,#N/A
11/28/2013 8:00 AM,0.101,0.070,0.064,0.135,#N/A
11/28/2013 10:00 AM,0.112,0.086,0.093,0.135,#N/A
11/28/2013 12:00 PM,0.124,0.096,0.099,0.130,#N/A
11/28/2013 2:00 PM,0.124,0.096,0.103,0.128,#N/A
11/28/2013 4:00 PM,0.123,0.093,0.102,0.128,#N/A
11/28/2013 6:00 PM,0.122,0.086,0.089,0.127,#N/A
11/28/2013 8:00 PM,0.122,0.082,0.082,0.126,#N/A
11/28/2013 10:00 PM,0.121,0.082,0.079,0.126,#N/A
11/29/2013 12:00 AM,0.121,0.082,0.078,0.126,#N/A
11/29/2013 2:00 AM,0.121,0.082,0.077,0.126,#N/A
11/29/2013 4:00 AM,0.119,0.081,0.076,0.125,#N/A
11/29/2013 6:00 AM,0.116,0.077,0.073,0.124,#N/A
11/29/2013 8:00 AM,0.113,0.075,0.074,0.124,#N/A
11/29/2013 10:00 AM,0.118,0.084,0.088,0.121,#N/A
11/29/2013 12:00 PM,0.119,0.088,0.096,0.119,#N/A
11/29/2013 2:00 PM,0.119,0.089,0.102,0.118,#N/A
11/29/2013 4:00 PM,0.118,0.086,0.100,0.117,#N/A
11/29/2013 6:00 PM,0.116,0.077,0.086,0.117,#N/A
11/29/2013 8:00 PM,0.116,0.074,0.078,0.115,#N/A
11/29/2013 10:00 PM,0.115,0.073,0.076,0.115,#N/A
11/30/2013 12:00 AM,0.115,0.073,0.074,0.115,#N/A
11/30/2013 2:00 AM,0.115,0.072,0.073,0.115,#N/A
11/30/2013 4:00 AM,0.115,0.073,0.074,0.115,#N/A
11/30/2013 6:00 AM,0.114,0.071,0.072,0.113,#N/A
11/30/2013 8:00 AM,0.114,0.071,0.074,0.113,#N/A
11/30/2013 10:00 AM,0.114,0.074,0.083,0.112,#N/A
11/30/2013 12:00 PM,0.113,0.075,0.085,0.110,#N/A
11/30/2013 2:00 PM,0.114,0.078,0.092,0.110,#N/A
11/30/2013 4:00 PM,0.113,0.076,0.092,0.109,#N/A
11/30/2013 6:00 PM,0.112,0.069,0.082,0.108,#N/A
11/30/2013 8:00 PM,0.111,0.068,0.078,0.107,#N/A
11/30/2013 10:00 PM,0.110,0.066,0.075,0.106,#N/A
12/1/2013 12:00 AM,0.110,0.065,0.074,0.106,#N/A
12/1/2013 2:00 AM,0.110,0.065,0.074,0.105,#N/A
12/1/2013 4:00 AM,0.110,0.065,0.074,0.105,#N/A
12/1/2013 6:00 AM,0.110,0.064,0.074,0.105,#N/A
12/1/2013 8:00 AM,0.109,0.064,0.074,0.104,#N/A
12/1/2013 10:00 AM,0.109,0.065,0.077,0.104,#N/A
12/1/2013 12:00 PM,0.110,0.069,0.085,0.104,#N/A
12/1/2013 2:00 PM,0.110,0.072,0.090,0.103,#N/A
12/1/2013 4:00 PM,0.110,0.070,0.091,0.102,#N/A
12/1/2013 6:00 PM,0.107,0.063,0.078,0.102,#N/A
12/1/2013 8:00 PM,0.107,0.059,0.072,0.100,#N/A
12/1/2013 10:00 PM,0.106,0.058,0.069,0.099,#N/A
12/2/2013 12:00 AM,0.106,0.058,0.065,0.099,#N/A
12/2/2013 2:00 AM,0.105,0.057,0.064,0.099,#N/A
12/2/2013 4:00 AM,0.105,0.056,0.063,0.098,#N/A
12/2/2013 6:00 AM,0.105,0.055,0.059,0.098,#N/A
12/2/2013 8:00 AM,0.105,0.055,0.060,0.097,#N/A
12/2/2013 10:00 AM,0.105,0.063,0.078,0.096,#N/A
12/2/2013 12:00 PM,0.107,0.069,0.085,0.096,#N/A
12/2/2013 2:00 PM,0.107,0.070,0.089,0.096,#N/A
12/2/2013 4:00 PM,0.107,0.067,0.087,0.096,#N/A
12/2/2013 6:00 PM,0.104,0.058,0.074,0.095,#N/A
12/2/2013 8:00 PM,0.102,0.053,0.065,0.093,#N/A
12/2/2013 10:00 PM,0.102,0.052,0.062,0.093,#N/A
12/3/2013 12:00 AM,0.101,0.052,0.059,0.092,#N/A
12/3/2013 2:00 AM,0.101,0.052,0.060,0.092,#N/A
12/3/2013 4:00 AM,0.101,0.052,0.060,0.091,#N/A
12/3/2013 6:00 AM,0.100,0.052,0.060,0.091,#N/A
12/3/2013 8:00 AM,0.100,0.052,0.062,0.090,#N/A
12/3/2013 10:00 AM,0.102,0.057,0.071,0.090,#N/A
12/3/2013 12:00 PM,0.103,0.063,0.083,0.090,#N/A
12/3/2013 2:00 PM,0.105,0.064,0.087,0.090,#N/A
12/3/2013 4:00 PM,0.104,0.063,0.087,0.090,#N/A
12/3/2013 6:00 PM,0.100,0.052,0.073,0.089,#N/A
12/3/2013 8:00 PM,0.098,0.045,0.061,0.086,#N/A
12/3/2013 10:00 PM,0.097,0.046,0.060,0.086,#N/A
12/4/2013 12:00 AM,0.097,0.045,0.058,0.085,#N/A
12/4/2013 2:00 AM,0.097,0.047,0.061,0.085,#N/A
12/4/2013 4:00 AM,0.097,0.048,0.064,0.085,#N/A
12/4/2013 6:00 AM,0.097,0.048,0.064,0.085,#N/A
12/4/2013 8:00 AM,0.096,0.048,0.064,0.084,#N/A
12/4/2013 10:00 AM,0.099,0.054,0.076,0.084,#N/A
12/4/2013 12:00 PM,0.099,0.054,0.081,0.082,#N/A
12/4/2013 2:00 PM,0.100,0.054,0.083,0.082,#N/A
12/4/2013 4:00 PM,0.099,0.050,0.079,0.081,#N/A
12/4/2013 6:00 PM,0.096,0.044,0.072,0.080,#N/A
12/4/2013 8:00 PM,0.095,0.042,0.066,0.078,#N/A
12/4/2013 10:00 PM,0.094,0.039,0.061,0.077,#N/A
12/5/2013 12:00 AM,0.093,0.036,0.056,0.075,#N/A
12/5/2013 2:00 AM,0.093,0.036,0.055,0.075,#N/A
12/5/2013 4:00 AM,0.093,0.036,0.056,0.074,#N/A
12/5/2013 6:00 AM,0.093,0.037,0.057,0.074,#N/A
12/5/2013 8:00 AM,0.093,0.037,0.057,0.074,#N/A
12/5/2013 10:00 AM,0.094,0.041,0.064,0.075,#N/A
12/5/2013 12:00 PM,0.095,0.045,0.071,0.076,#N/A
12/5/2013 2:00 PM,0.096,0.046,0.074,0.075,#N/A
12/5/2013 4:00 PM,0.093,0.040,0.066,0.074,#N/A
12/5/2013 6:00 PM,0.092,0.035,0.058,0.072,#N/A
12/5/2013 8:00 PM,0.091,0.031,0.051,0.070,#N/A
12/5/2013 10:00 PM,0.090,0.030,0.049,0.069,#N/A
12/6/2013 12:00 AM,0.090,0.030,0.046,0.069,#N/A
12/6/2013 2:00 AM,0.090,0.030,0.047,0.069,#N/A
12/6/2013 4:00 AM,0.089,0.029,0.045,0.068,#N/A
12/6/2013 6:00 AM,0.089,0.028,0.044,0.068,#N/A
12/6/2013 8:00 AM,0.089,0.028,0.043,0.067,#N/A
12/6/2013 10:00 AM,0.091,0.039,0.058,0.069,#N/A
12/6/2013 12:00 PM,0.093,0.044,0.068,0.070,#N/A
12/6/2013 2:00 PM,0.095,0.044,0.069,0.070,#N/A
12/6/2013 4:00 PM,0.093,0.041,0.066,0.070,#N/A
12/6/2013 6:00 PM,0.089,0.030,0.051,0.067,#N/A
12/6/2013 8:00 PM,0.087,0.024,0.042,0.064,#N/A
12/6/2013 10:00 PM,0.086,0.022,0.038,0.064,#N/A
12/7/2013 12:00 AM,0.086,0.022,0.037,0.064,#N/A
12/7/2013 2:00 AM,0.086,0.021,0.036,0.064,#N/A
12/7/2013 4:00 AM,0.086,0.022,0.037,0.064,#N/A
12/7/2013 6:00 AM,0.086,0.023,0.039,0.064,#N/A
12/7/2013 8:00 AM,0.086,0.026,0.042,0.064,#N/A
12/7/2013 10:00 AM,0.088,0.029,0.047,0.065,#N/A
12/7/2013 12:00 PM,0.089,0.030,0.051,0.065,#N/A
12/7/2013 2:00 PM,0.089,0.030,0.052,0.065,#N/A
12/7/2013 4:00 PM,0.089,0.031,0.053,0.065,#N/A
12/7/2013 6:00 PM,0.087,0.027,0.047,0.064,#N/A
12/7/2013 8:00 PM,0.086,0.025,0.044,0.064,#N/A
12/7/2013 10:00 PM,0.086,0.025,0.043,0.064,#N/A
12/8/2013 12:00 AM,0.086,0.023,0.042,0.064,#N/A
12/8/2013 2:00 AM,0.085,0.019,0.039,0.063,#N/A
12/8/2013 4:00 AM,0.086,0.021,0.039,0.063,#N/A
12/8/2013 6:00 AM,0.086,0.022,0.038,0.062,#N/A
12/8/2013 8:00 AM,0.086,0.024,0.042,0.063,#N/A
12/8/2013 10:00 AM,0.087,0.033,0.055,0.064,#N/A
12/8/2013 12:00 PM,0.089,0.040,0.064,0.065,#N/A
12/8/2013 2:00 PM,0.091,0.041,0.067,0.065,#N/A
12/8/2013 4:00 PM,0.089,0.036,0.064,0.065,#N/A
12/8/2013 6:00 PM,0.086,0.027,0.051,0.063,#N/A
12/8/2013 8:00 PM,0.084,0.021,0.042,0.060,#N/A
12/8/2013 10:00 PM,0.083,0.019,0.039,0.059,#N/A
12/9/2013 12:00 AM,0.083,0.018,0.038,0.059,#N/A
12/9/2013 2:00 AM,0.083,0.019,0.039,0.059,#N/A
12/9/2013 4:00 AM,0.083,0.018,0.038,0.059,#N/A
12/9/2013 6:00 AM,0.083,0.019,0.039,0.059,#N/A
12/9/2013 8:00 AM,0.083,0.020,0.039,0.059,#N/A
12/9/2013 10:00 AM,0.086,0.032,0.055,0.061,#N/A
12/9/2013 12:00 PM,0.088,0.039,0.065,0.064,#N/A
12/9/2013 2:00 PM,0.089,0.040,0.067,0.064,#N/A
12/9/2013 4:00 PM,0.088,0.035,0.062,0.063,#N/A
12/9/2013 6:00 PM,0.083,0.023,0.046,0.059,#N/A
12/9/2013 8:00 PM,0.082,0.017,0.037,0.058,#N/A
12/9/2013 10:00 PM,0.081,0.015,0.034,0.057,#N/A
12/10/2013 12:00 AM,0.080,0.013,0.030,0.056,#N/A
12/10/2013 2:00 AM,0.080,0.012,0.030,0.056,#N/A
12/10/2013 4:00 AM,0.079,0.010,0.027,0.055,#N/A
12/10/2013 6:00 AM,0.076,0.007,0.026,0.054,#N/A
12/10/2013 8:00 AM,0.073,0.002,0.024,0.053,#N/A
12/10/2013 10:00 AM,0.077,0.020,0.042,0.056,#N/A
12/10/2013 12:00 PM,0.086,0.033,0.054,0.058,#N/A
12/10/2013 2:00 PM,0.088,0.036,0.059,0.059,#N/A
12/10/2013 4:00 PM,0.087,0.032,0.058,0.059,#N/A
12/10/2013 6:00 PM,0.082,0.019,0.042,0.057,#N/A
12/10/2013 8:00 PM,0.080,0.013,0.034,0.055,#N/A
12/10/2013 10:00 PM,0.079,0.011,0.030,0.054,#N/A
12/11/2013 12:00 AM,0.078,0.009,0.027,0.052,#N/A
12/11/2013 2:00 AM,0.078,0.008,0.026,0.052,#N/A
12/11/2013 4:00 AM,0.077,0.007,0.025,0.052,#N/A
12/11/2013 6:00 AM,0.074,0.004,0.025,0.051,#N/A
12/11/2013 8:00 AM,0.072,0.002,0.026,0.051,#N/A
12/11/2013 10:00 AM,0.077,0.020,0.042,0.055,#N/A
12/11/2013 12:00 PM,0.085,0.033,0.057,0.058,#N/A
12/11/2013 2:00 PM,0.087,0.037,0.063,0.058,#N/A
12/11/2013 4:00 PM,0.086,0.032,0.060,0.059,#N/A
12/11/2013 6:00 PM,0.080,0.019,0.044,0.056,#N/A
12/11/2013 8:00 PM,0.078,0.012,0.035,0.054,#N/A
12/11/2013 10:00 PM,0.078,0.011,0.032,0.053,#N/A
12/12/2013 12:00 AM,0.078,0.011,0.031,0.052,#N/A
12/12/2013 2:00 AM,0.078,0.011,0.031,0.052,#N/A
12/12/2013 4:00 AM,0.078,0.011,0.031,0.052,#N/A
12/12/2013 6:00 AM,0.078,0.013,0.035,0.053,#N/A
12/12/2013 8:00 AM,0.092,0.054,0.083,0.061,#N/A
12/12/2013 10:00 AM,0.116,0.093,0.116,0.069,#N/A
12/12/2013 12:00 PM,0.136,0.124,0.155,0.082,#N/A
12/12/2013 2:00 PM,0.170,0.137,0.182,0.104,#N/A
12/12/2013 4:00 PM,0.182,0.117,0.162,0.107,#N/A
12/12/2013 6:00 PM,0.185,0.116,0.150,0.108,#N/A
12/12/2013 8:00 PM,0.186,0.120,0.153,0.110,#N/A
12/12/2013 10:00 PM,0.186,0.166,0.201,0.120,#N/A
12/13/2013 12:00 AM,0.191,0.167,0.207,0.128,#N/A
12/13/2013 2:00 AM,0.191,0.169,0.209,0.134,#N/A
12/13/2013 4:00 AM,0.190,0.170,0.210,0.139,#N/A
12/13/2013 6:00 AM,0.187,0.172,0.211,0.143,#N/A
12/13/2013 8:00 AM,0.182,0.173,0.212,0.145,#N/A
12/13/2013 10:00 AM,0.179,0.170,0.212,0.147,#N/A
12/13/2013 12:00 PM,0.187,0.150,0.194,0.146,#N/A
12/13/2013 2:00 PM,0.186,0.132,0.175,0.141,#N/A
12/13/2013 4:00 PM,0.182,0.128,0.174,0.139,#N/A
12/13/2013 6:00 PM,0.185,0.124,0.170,0.138,#N/A
12/13/2013 8:00 PM,0.186,0.122,0.168,0.137,#N/A
12/13/2013 10:00 PM,0.186,0.121,0.166,0.137,#N/A
12/14/2013 12:00 AM,0.186,0.121,0.166,0.138,#N/A
12/14/2013 2:00 AM,0.185,0.117,0.164,0.138,#N/A
12/14/2013 4:00 AM,0.180,0.104,0.160,0.138,#N/A
12/14/2013 6:00 AM,0.173,0.095,0.155,0.136,#N/A
12/14/2013 8:00 AM,0.166,0.090,0.148,0.135,#N/A
12/14/2013 10:00 AM,0.171,0.109,0.159,0.134,#N/A
12/14/2013 12:00 PM,0.173,0.117,0.159,0.131,#N/A
12/14/2013 2:00 PM,0.167,0.115,0.159,0.129,#N/A
12/14/2013 4:00 PM,0.165,0.113,0.157,0.128,#N/A
12/14/2013 6:00 PM,0.169,0.107,0.153,0.127,#N/A
12/14/2013 8:00 PM,0.173,0.105,0.149,0.126,#N/A
12/14/2013 10:00 PM,0.173,0.104,0.147,0.126,#N/A
12/15/2013 12:00 AM,0.170,0.098,0.144,0.126,#N/A
12/15/2013 2:00 AM,0.164,0.091,0.140,0.124,#N/A
12/15/2013 4:00 AM,0.156,0.085,0.131,0.122,#N/A
12/15/2013 6:00 AM,0.146,0.078,0.118,0.119,#N/A
12/15/2013 8:00 AM,0.134,0.069,0.108,0.115,#N/A
12/15/2013 10:00 AM,0.137,0.085,0.130,0.119,#N/A
12/15/2013 12:00 PM,0.162,0.103,0.145,0.120,#N/A
12/15/2013 2:00 PM,0.158,0.102,0.145,0.118,#N/A
12/15/2013 4:00 PM,0.156,0.101,0.145,0.117,#N/A
12/15/2013 6:00 PM,0.161,0.095,0.138,0.116,#N/A
12/15/2013 8:00 PM,0.163,0.092,0.134,0.115,#N/A
12/15/2013 10:00 PM,0.164,0.092,0.132,0.115,#N/A
12/16/2013 12:00 AM,0.162,0.090,0.130,0.115,#N/A
12/16/2013 2:00 AM,0.157,0.085,0.126,0.114,#N/A
12/16/2013 4:00 AM,0.150,0.078,0.119,0.112,#N/A
12/16/2013 6:00 AM,0.140,0.074,0.111,0.110,#N/A
12/16/2013 8:00 AM,0.132,0.069,0.104,0.107,#N/A
12/16/2013 10:00 AM,0.137,0.083,0.125,0.112,#N/A
12/16/2013 12:00 PM,0.155,0.096,0.136,0.111,#N/A
12/16/2013 2:00 PM,0.151,0.096,0.138,0.110,#N/A
12/16/2013 4:00 PM,0.150,0.093,0.137,0.110,#N/A
12/16/2013 6:00 PM,0.153,0.086,0.129,0.109,#N/A
12/16/2013 8:00 PM,0.155,0.082,0.123,0.107,#N/A
12/16/2013 10:00 PM,0.156,0.082,0.121,0.106,#N/A
12/17/2013 12:00 AM,0.156,0.082,0.120,0.106,#N/A
12/17/2013 2:00 AM,0.155,0.082,0.118,0.106,#N/A
12/17/2013 4:00 AM,0.152,0.079,0.116,0.105,#N/A
12/17/2013 6:00 AM,0.148,0.076,0.113,0.105,#N/A
